leagues,outcomes,edge_min,sel_n,sel_roi,hld_n,hld_roi,hld_win,hld_per_season
E0+SC0+SP1,home+draw,0.05,3473,-0.0005211784976282776,1609,0.025644441246303717,0.4406463642013673,229.85714285714286
E0+SC0+SP1,home+draw,0.08,3473,-0.0005211784976282776,1609,0.025644441246303717,0.4406463642013673,229.85714285714286
E0+I1+N1+SP1,home,0.08,3518,0.034229565577308385,1325,0.025640443389107367,0.5464150943396227,189.28571428571428
E0+I1+N1+SP1,home,0.05,3518,0.034229565577308385,1325,0.025640443389107367,0.5464150943396227,189.28571428571428
B1+D1+E1+SC0,home,0.08,2523,0.02659303521743464,992,0.02563872939201321,0.5231854838709677,141.71428571428572
B1+D1+E1+SC0,home,0.05,2523,0.02659303521743464,992,0.02563872939201321,0.5231854838709677,141.71428571428572
B1+E1+G1+T1,all,0.18,732,0.011161408426482508,497,0.02563684000486349,0.5392354124748491,71.0
D1+E1+SC0,all,0.1,2782,-0.01369745726202763,1257,0.0256233205522752,0.4216388225934765,179.57142857142858
I1+N1,home+draw,0.05,2132,-0.0069571549537545225,939,0.025622046514842976,0.4281150159744409,134.14285714285714
I1+N1,home+draw,0.08,2132,-0.0069571549537545225,939,0.025622046514842976,0.4281150159744409,134.14285714285714
D1+E0+I1+SC0,home,0.08,3022,0.018757225609796625,1042,0.025621075081914996,0.5297504798464492,148.85714285714286
D1+E0+I1+SC0,home,0.05,3022,0.018757225609796625,1042,0.025621075081914996,0.5297504798464492,148.85714285714286
F1+P1+SC0+SP1,draw+away,0.15,706,0.05296194082125183,390,0.025621016615899914,0.47692307692307695,55.714285714285715
B1+P1+T1,home+draw,0.1,1992,0.05660105246236229,1224,0.025620433411597088,0.49836601307189543,174.85714285714286
B1+E1+I1,home+draw,0.05,3247,0.03699121859815426,1364,0.025617664889001725,0.4186217008797654,194.85714285714286
B1+E1+I1,home+draw,0.08,3247,0.03699121859815426,1364,0.025617664889001725,0.4186217008797654,194.85714285714286
E1+F1+SC0+SP1,draw,0.1,811,-0.06965831675182976,441,0.025607816953410707,0.26077097505668934,63.0
E0+G1+N1+SP1,all,0.1,4279,0.02054416180196766,2139,0.025604189543437628,0.4670406732117812,305.57142857142856
D1+I1+SC0+T1,home,0.1,1992,-0.00612058037972364,762,0.025600309702098603,0.5643044619422573,108.85714285714286
B1+E1+G1+SC0,draw+away,0.08,2722,-0.020481278641583864,1678,0.0255968384220464,0.35220500595947557,239.71428571428572
B1+E1+G1+SC0,draw+away,0.05,2722,-0.020481278641583864,1678,0.0255968384220464,0.35220500595947557,239.71428571428572
E1+F1+I1+N1,away,0.05,1881,-0.02680880266714145,1154,0.02559482709697278,0.4376083188908146,164.85714285714286
E1+F1+I1+N1,away,0.08,1881,-0.02680880266714145,1154,0.02559482709697278,0.4376083188908146,164.85714285714286
E0+P1+SC0+SP1,home+draw,0.1,3014,0.023686548128854113,1519,0.025592835842636184,0.48057932850559576,217.0
F1+N1+P1+SP1,home+draw,0.08,4123,0.030574138673562904,2195,0.025592255257813466,0.455125284738041,313.57142857142856
F1+N1+P1+SP1,home+draw,0.05,4123,0.030574138673562904,2195,0.025592255257813466,0.455125284738041,313.57142857142856
D1+G1+SC0+SP1,home+draw,0.1,2727,0.01236939439310065,1312,0.02557689209869139,0.45121951219512196,187.42857142857142
B1+D1+G1+N1,all,0.1,3511,0.012327820403342939,1849,0.025573172496843957,0.43915630070308276,264.14285714285717
E0+I1+SC0+T1,away,0.08,1781,-0.0044197714262867865,1210,0.025572607302816543,0.46859504132231405,172.85714285714286
E0+I1+SC0+T1,away,0.05,1781,-0.0044197714262867865,1210,0.025572607302816543,0.46859504132231405,172.85714285714286
B1+E0+F1+G1,away,0.05,1408,-0.02202046425027976,1307,0.025571876741390297,0.4269319051262433,186.71428571428572
B1+E0+F1+G1,away,0.08,1408,-0.02202046425027976,1307,0.025571876741390297,0.4269319051262433,186.71428571428572
B1+E0+G1,draw+away,0.05,1962,-0.022698113701147903,1490,0.02556419641438218,0.37583892617449666,212.85714285714286
B1+E0+G1,draw+away,0.08,1962,-0.022698113701147903,1490,0.02556419641438218,0.37583892617449666,212.85714285714286
G1+N1+P1+SP1,draw+away,0.1,1727,-0.03794770076898702,1268,0.025560347414693416,0.3919558359621451,181.14285714285714
B1+E0+F1+T1,home,0.1,2181,0.03914648554770751,942,0.025556596725450263,0.5360934182590233,134.57142857142858
D1+F1+G1+SP1,all,0.18,768,0.010675257159325944,317,0.02554432602154314,0.5205047318611987,45.285714285714285
B1+G1+SC0+SP1,home,0.12,1416,0.06875070158736613,573,0.02554160849495215,0.612565445026178,81.85714285714286
B1+E1+F1+P1,all,0.2,513,0.1367901793142204,297,0.025536964137701793,0.5521885521885522,42.42857142857143
B1+F1+G1+N1,home+draw,0.08,3798,0.04428336536836349,1772,0.02552619964706433,0.4373589164785553,253.14285714285714
B1+F1+G1+N1,home+draw,0.05,3798,0.04428336536836349,1772,0.02552619964706433,0.4373589164785553,253.14285714285714
B1+D1+E0,home,0.1,1675,0.049818268595186246,581,0.02552041518515795,0.5387263339070568,83.0
B1+D1+SC0+T1,all,0.12,2539,-0.007782438121243849,1335,0.02551831021065735,0.46142322097378274,190.71428571428572
G1+I1+T1,home,0.05,2371,0.0366694526242298,891,0.025511998573810066,0.5802469135802469,127.28571428571429
G1+I1+T1,home,0.08,2371,0.0366694526242298,891,0.025511998573810066,0.5802469135802469,127.28571428571429
E0+N1+SC0,all,0.1,2947,-0.010069176620953411,1437,0.02551160875013558,0.4523312456506611,205.28571428571428
E1+F1+P1+SP1,all,0.1,4165,0.05147874431401472,2187,0.02549698656169907,0.47553726566072246,312.42857142857144
E1+F1+SP1,draw,0.08,1059,-0.013185791524842692,569,0.02549261172133931,0.2601054481546573,81.28571428571429
E1+F1+SP1,draw,0.05,1059,-0.013185791524842692,569,0.02549261172133931,0.2601054481546573,81.28571428571429
B1+I1+T1,home+draw,0.1,2196,0.01735707941564778,1031,0.025486203660399408,0.46459747817652763,147.28571428571428
E1+F1+N1+T1,draw+away,0.05,3193,-0.01071012828258965,1787,0.02548595833024706,0.3430330162283156,255.28571428571428
E1+F1+N1+T1,draw+away,0.08,3193,-0.01071012828258965,1787,0.02548595833024706,0.3430330162283156,255.28571428571428
I1+P1+SC0+SP1,home+draw,0.08,4077,0.01339260153684209,2203,0.025485176422935695,0.45301861098502044,314.7142857142857
I1+P1+SC0+SP1,home+draw,0.05,4077,0.01339260153684209,2203,0.025485176422935695,0.45301861098502044,314.7142857142857
E0+I1+SC0+SP1,home+draw,0.1,3218,-0.0037510419063891756,1326,0.025473750521669534,0.4517345399698341,189.42857142857142
B1+N1+P1+T1,home+draw,0.08,3670,0.03717019567743344,2302,0.025473491613552727,0.4596003475238923,328.85714285714283
B1+N1+P1+T1,home+draw,0.05,3670,0.03717019567743344,2302,0.025473491613552727,0.4596003475238923,328.85714285714283
E1+F1+N1+SP1,all,0.18,711,0.03584028731304392,324,0.025473193799960166,0.5092592592592593,46.285714285714285
B1+E0+F1+P1,home+draw,0.1,2934,0.060943945831199886,1291,0.025463485415372137,0.48489542989930284,184.42857142857142
B1+D1+F1+G1,all,0.05,5354,0.027410737931448596,2870,0.025462768718348894,0.4156794425087108,410.0
B1+D1+F1+G1,all,0.08,5354,0.027410737931448596,2870,0.025462768718348894,0.4156794425087108,410.0
F1+G1+SP1,home+draw,0.1,2234,0.05798359067148986,989,0.025460835366287984,0.46309403437815977,141.28571428571428
F1+G1+SC0+SP1,all,0.08,5789,0.013890346429943754,2845,0.025457088001917837,0.44639718804920914,406.42857142857144
F1+G1+SC0+SP1,all,0.05,5789,0.013890346429943754,2845,0.025457088001917837,0.44639718804920914,406.42857142857144
D1+I1+SC0,away,0.12,648,-0.0027106685135614085,346,0.025449433513983984,0.5057803468208093,49.42857142857143
D1+F1+N1+P1,away,0.1,1168,0.01985827713682336,768,0.025441321717054065,0.4427083333333333,109.71428571428571
D1+N1+SP1+T1,home,0.12,1501,0.030469350983708354,597,0.02543751701522072,0.5795644891122278,85.28571428571429
B1+D1+N1+T1,all,0.12,2569,-0.0104916591321422,1306,0.025429839191081806,0.4548238897396631,186.57142857142858
E1+N1+SP1+T1,draw,0.1,740,-0.035315150338974595,507,0.025421135095209216,0.26627218934911245,72.42857142857143
E0+E1+G1,draw+away,0.1,1389,0.0026431867148171075,904,0.02541931752686499,0.3971238938053097,129.14285714285714
B1+D1+F1+G1,home+draw,0.1,2647,0.05478081212282509,1084,0.02541534808378671,0.45018450184501846,154.85714285714286
E0+G1+N1,draw+away,0.12,788,-0.0711649181349248,585,0.02541185735676271,0.4,83.57142857142857
E1+I1+SC0+SP1,home,0.08,3201,0.021185191767694348,1105,0.025407134892553817,0.5493212669683258,157.85714285714286
E1+I1+SC0+SP1,home,0.05,3201,0.021185191767694348,1105,0.025407134892553817,0.5493212669683258,157.85714285714286
D1+E1+F1+P1,draw+away,0.1,2084,0.01588786335145005,1214,0.02540673660445325,0.3772652388797364,173.42857142857142
B1+F1+P1+SC0,home,0.1,1669,0.061775602615927704,875,0.025396888923866438,0.5725714285714286,125.0
B1+F1+N1+P1,all,0.1,3562,0.043729286089153226,2077,0.025394382321637845,0.4684641309581127,296.7142857142857
I1+P1+SP1+T1,home,0.1,2398,0.04314322322629163,1045,0.02539438185166916,0.5961722488038278,149.28571428571428
D1+G1+I1+SP1,home+draw,0.08,4431,0.028671323950810502,2053,0.02539170245259226,0.43010228933268385,293.2857142857143
D1+G1+I1+SP1,home+draw,0.05,4431,0.028671323950810502,2053,0.02539170245259226,0.43010228933268385,293.2857142857143
B1+G1+I1+SC0,home+draw,0.08,3752,0.02475323498150778,1780,0.025388768211103346,0.4348314606741573,254.28571428571428
B1+G1+I1+SC0,home+draw,0.05,3752,0.02475323498150778,1780,0.025388768211103346,0.4348314606741573,254.28571428571428
B1+E1+I1+N1,draw+away,0.1,1843,-0.03404412056070944,1134,0.025387394389918872,0.3818342151675485,162.0
D1+I1+N1+SC0,all,0.1,3820,-0.025842403837524352,1800,0.025377149387468566,0.44,257.14285714285717
D1+E0+F1+SP1,draw,0.05,1469,-0.07697988284446058,766,0.025376944673856358,0.2519582245430809,109.42857142857143
D1+E0+F1+SP1,draw,0.08,1469,-0.07697988284446058,766,0.025376944673856358,0.2519582245430809,109.42857142857143
F1+I1+N1+SP1,draw,0.05,1290,-0.101373704244126,860,0.025355343040061845,0.25813953488372093,122.85714285714286
F1+I1+N1+SP1,draw,0.08,1290,-0.101373704244126,860,0.025355343040061845,0.25813953488372093,122.85714285714286
D1+E0+E1+P1,draw+away,0.15,729,-0.046441268772568836,459,0.02533798686055639,0.40305010893246185,65.57142857142857
D1+G1+SP1,draw,0.08,803,-0.11852340653647067,731,0.02533069875745434,0.27359781121751026,104.42857142857143
D1+G1+SP1,draw,0.05,803,-0.11852340653647067,731,0.02533069875745434,0.27359781121751026,104.42857142857143
E1+N1+P1+SC0,away,0.12,750,0.016958634193109817,395,0.0253223823454543,0.4962025316455696,56.42857142857143
B1+E1+SC0+SP1,home,0.12,1289,0.046393899330310184,558,0.025321619034870763,0.5824372759856631,79.71428571428571
E1+N1+SC0,all,0.12,1653,-0.013033126622865966,833,0.025302814831022244,0.45858343337334934,119.0
B1+G1+SC0,draw+away,0.1,1137,-0.06514863874031841,802,0.025298519513615194,0.3827930174563591,114.57142857142857
B1+F1+I1+P1,draw+away,0.15,694,0.02561127495337446,412,0.02529483147100612,0.4878640776699029,58.857142857142854
E1+SC0+T1,draw+away,0.1,1496,-0.008714302976093649,807,0.02529268460583835,0.37298636926889717,115.28571428571429
P1+T1,draw,0.1,330,0.04133329081386255,289,0.025291760301602663,0.28719723183391005,41.285714285714285
B1+G1+SC0+SP1,home+draw,0.15,932,0.032205254023942,479,0.025288179464751242,0.5532359081419624,68.42857142857143
D1+E0+F1+T1,all,0.1,4324,0.012873806328558765,2183,0.025285282024229146,0.4379294548786074,311.85714285714283
E0+F1+G1+N1,draw+away,0.15,599,-0.04266847343619657,392,0.025282245754799263,0.4260204081632653,56.0
F1+I1+SP1+T1,home+draw,0.05,4620,0.013026464055339937,2297,0.02528196765025337,0.42925555071832827,328.14285714285717
F1+I1+SP1+T1,home+draw,0.08,4620,0.013026464055339937,2297,0.02528196765025337,0.42925555071832827,328.14285714285717
B1+E0+F1+I1,home+draw,0.1,3138,0.03142238312316249,1098,0.025273085288741528,0.45081967213114754,156.85714285714286
D1+P1+SC0,draw,0.08,780,-0.1380716012096497,605,0.02526880292450892,0.2628099173553719,86.42857142857143
D1+P1+SC0,draw,0.05,780,-0.1380716012096497,605,0.02526880292450892,0.2628099173553719,86.42857142857143
B1+D1+E0+P1,home+draw,0.12,2080,0.044077843725311164,846,0.025253485127653286,0.5035460992907801,120.85714285714286
D1+I1+SP1+T1,draw+away,0.1,2116,-0.05615373519195781,1408,0.025242581690879694,0.38139204545454547,201.14285714285714
D1+E1+G1+SP1,draw,0.1,730,-0.08078759081026111,537,0.025234041233258866,0.2681564245810056,76.71428571428571
B1+E0+I1+N1,home+draw,0.12,2092,0.01663940819903872,681,0.025233567790582008,0.4889867841409692,97.28571428571429
B1+F1+T1,home+draw,0.12,1372,0.05188576969756075,636,0.025220333862464476,0.4858490566037736,90.85714285714286
B1+G1+N1+SC0,away,0.1,912,-0.08075621546177325,607,0.025216302613623807,0.4332784184514003,86.71428571428571
B1+I1+N1,away,0.1,767,-0.07496906931032944,552,0.02520042715187073,0.46195652173913043,78.85714285714286
E0+E1+I1+T1,away,0.05,1900,-0.018486317763332722,1357,0.025193570692073335,0.4443625644804716,193.85714285714286
E0+E1+I1+T1,away,0.08,1900,-0.018486317763332722,1357,0.025193570692073335,0.4443625644804716,193.85714285714286
B1+F1+G1+SC0,home,0.05,2422,0.04670656816149958,987,0.025184902314330525,0.5491388044579534,141.0
B1+F1+G1+SC0,home,0.08,2422,0.04670656816149958,987,0.025184902314330525,0.5491388044579534,141.0
D1+E0+I1,home,0.12,1287,0.016531900706330507,284,0.02517871043817803,0.5809859154929577,40.57142857142857
B1+E0+N1+SP1,home,0.1,2370,0.050871249775203554,926,0.02515912929741331,0.5550755939524838,132.28571428571428
D1+SC0+SP1+T1,all,0.12,2770,-0.0109007796571801,1386,0.02515088403992496,0.4668109668109668,198.0
B1+D1+P1+SC0,all,0.05,5121,0.018005363741548187,2978,0.025148685350567572,0.43451981195433176,425.42857142857144
B1+D1+P1+SC0,all,0.08,5121,0.018005363741548187,2978,0.025148685350567572,0.43451981195433176,425.42857142857144
I1+N1+SP1,draw+away,0.12,995,-0.0815724242190171,561,0.02514499598087296,0.42424242424242425,80.14285714285714
B1+E1+SC0,draw,0.05,909,0.008052311911940703,520,0.025138294428893725,0.2673076923076923,74.28571428571429
B1+E1+SC0,draw,0.08,909,0.008052311911940703,520,0.025138294428893725,0.2673076923076923,74.28571428571429
D1+P1+SC0+SP1,home+draw,0.08,3844,0.014613896774413215,2183,0.025133901286745895,0.44480073293632616,311.85714285714283
D1+P1+SC0+SP1,home+draw,0.05,3844,0.014613896774413215,2183,0.025133901286745895,0.44480073293632616,311.85714285714283
B1+D1+N1+T1,draw+away,0.12,1180,-0.09404377507723356,730,0.025133791650768907,0.3589041095890411,104.28571428571429
B1+E1+N1+P1,all,0.2,494,0.08572726173693777,281,0.025132933304791744,0.5409252669039146,40.142857142857146
G1+I1+P1+SP1,draw,0.08,1027,-0.1026369703717449,972,0.02512967989978616,0.2890946502057613,138.85714285714286
G1+I1+P1+SP1,draw,0.05,1027,-0.1026369703717449,972,0.02512967989978616,0.2890946502057613,138.85714285714286
D1+E0+F1+T1,all,0.18,894,-0.006166672842304502,353,0.02511809551937925,0.47875354107648727,50.42857142857143
B1+D1+E0+SC0,draw,0.08,1319,-0.06877077128646553,717,0.025111947335325905,0.25662482566248257,102.42857142857143
B1+D1+E0+SC0,draw,0.05,1319,-0.06877077128646553,717,0.025111947335325905,0.25662482566248257,102.42857142857143
N1+T1,draw+away,0.05,1356,-0.060894590892971674,911,0.025110118468348534,0.3358946212952799,130.14285714285714
N1+T1,draw+away,0.08,1356,-0.060894590892971674,911,0.025110118468348534,0.3358946212952799,130.14285714285714
B1+I1+N1+SC0,draw,0.08,1140,-0.09466382552228478,811,0.025109040829458952,0.2626387176325524,115.85714285714286
B1+I1+N1+SC0,draw,0.05,1140,-0.09466382552228478,811,0.025109040829458952,0.2626387176325524,115.85714285714286
B1+D1+E1+G1,draw+away,0.08,2824,-0.02999881030632508,1857,0.02508359255411609,0.3387183629509962,265.2857142857143
B1+D1+E1+G1,draw+away,0.05,2824,-0.02999881030632508,1857,0.02508359255411609,0.3387183629509962,265.2857142857143
G1+I1+SP1,home+draw,0.08,3449,0.034691453124446846,1603,0.025082734560649193,0.44666250779787897,229.0
G1+I1+SP1,home+draw,0.05,3449,0.034691453124446846,1603,0.025082734560649193,0.44666250779787897,229.0
B1+D1+N1+P1,draw+away,0.15,632,-0.08879436403364666,383,0.025080628583621693,0.402088772845953,54.714285714285715
N1+SP1+T1,home+draw,0.1,2243,0.008601145752150803,1229,0.025069706255907053,0.4629780309194467,175.57142857142858
I1+N1+SC0,draw+away,0.12,928,-0.06765029282879594,520,0.025069540878405027,0.4173076923076923,74.28571428571429
B1+D1+N1+T1,home+draw,0.1,2656,0.013335748763169907,1324,0.02505980227627725,0.452416918429003,189.14285714285714
D1+N1+SP1+T1,all,0.12,2800,-0.013418409961688658,1357,0.02505931461003829,0.46057479734708917,193.85714285714286
B1+E1+SC0+T1,all,0.08,5572,-0.0009523043937265112,3033,0.025058302678827166,0.42037586547972305,433.2857142857143
B1+E1+SC0+T1,all,0.05,5572,-0.0009523043937265112,3033,0.025058302678827166,0.42037586547972305,433.2857142857143
F1+P1+SP1,home+draw,0.12,1425,0.06444235208226885,731,0.02505356560533183,0.5047879616963065,104.42857142857143
E0+N1+SC0+SP1,home+draw,0.05,4390,-0.004638785012031682,2078,0.025040231371541426,0.44128970163618864,296.85714285714283
E0+N1+SC0+SP1,home+draw,0.08,4390,-0.004638785012031682,2078,0.025040231371541426,0.44128970163618864,296.85714285714283
D1+F1+G1+SC0,draw+away,0.1,1879,-0.04196049744878444,1110,0.02503845496233668,0.37117117117117115,158.57142857142858
N1+SC0+SP1,home,0.08,2126,0.015374544854995717,955,0.025037966012746677,0.5539267015706806,136.42857142857142
N1+SC0+SP1,home,0.05,2126,0.015374544854995717,955,0.025037966012746677,0.5539267015706806,136.42857142857142
B1+I1+SC0+T1,away,0.1,1147,-0.042857103724026215,740,0.025037080807993085,0.4743243243243243,105.71428571428571
E0+F1+G1+N1,draw+away,0.08,2904,-0.019147232723439284,1800,0.025033924021016812,0.37166666666666665,257.14285714285717
E0+F1+G1+N1,draw+away,0.05,2904,-0.019147232723439284,1800,0.025033924021016812,0.37166666666666665,257.14285714285717
D1+SC0+T1,all,0.08,4116,-0.020650990639300086,2267,0.025030341376999384,0.4172915747684164,323.85714285714283
D1+SC0+T1,all,0.05,4116,-0.020650990639300086,2267,0.025030341376999384,0.4172915747684164,323.85714285714283
B1+E0+N1+SC0,home+draw,0.12,1858,0.01238600314035788,748,0.025029829566330843,0.4799465240641711,106.85714285714286
E0+F1+I1+N1,away,0.08,1722,-0.011679736402489704,1316,0.02502581897737269,0.45288753799392095,188.0
E0+F1+I1+N1,away,0.05,1722,-0.011679736402489704,1316,0.02502581897737269,0.45288753799392095,188.0
B1+E1+F1+P1,draw+away,0.1,1908,0.026841646791972006,1176,0.02501291686709058,0.3937074829931973,168.0
D1+E0+N1+T1,draw+away,0.12,1271,-0.0679833567498109,805,0.02501162524662938,0.37142857142857144,115.0
D1+E0+F1,all,0.12,2165,0.029357738752661657,930,0.025011161948964848,0.43655913978494626,132.85714285714286
E1+I1+N1,draw+away,0.12,938,-0.03319773181321547,520,0.025009778568910415,0.40576923076923077,74.28571428571429
E1+F1+I1+SC0,all,0.18,723,0.002086903155303089,350,0.025005794484361923,0.5228571428571429,50.0
B1+D1+T1,all,0.15,1127,-0.015660358465235,582,0.025002172876115992,0.4879725085910653,83.14285714285714
B1+E1+G1+SP1,home+draw,0.1,2849,0.06093874229145201,1294,0.024991315924307794,0.4760432766615147,184.85714285714286
B1+D1+E1,home+draw,0.05,3014,0.041857392618532184,1344,0.024981772197109935,0.40476190476190477,192.0
B1+D1+E1,home+draw,0.08,3014,0.041857392618532184,1344,0.024981772197109935,0.40476190476190477,192.0
F1+I1+N1+T1,home,0.1,2038,0.014493195061672893,836,0.024957148468532482,0.5526315789473685,119.42857142857143
B1+E0+SC0+T1,home,0.05,2808,0.017079504468721092,1368,0.024954584262735995,0.527046783625731,195.42857142857142
B1+E0+SC0+T1,home,0.08,2808,0.017079504468721092,1368,0.024954584262735995,0.527046783625731,195.42857142857142
B1+E1+I1+N1,home+draw,0.05,4164,0.024259308470267194,1833,0.024947903085619807,0.4249863611565739,261.85714285714283
B1+E1+I1+N1,home+draw,0.08,4164,0.024259308470267194,1833,0.024947903085619807,0.4249863611565739,261.85714285714283
B1+D1+G1+SC0,home+draw,0.08,3519,0.027236227757964648,1760,0.024939282664927547,0.4244318181818182,251.42857142857142
B1+D1+G1+SC0,home+draw,0.05,3519,0.027236227757964648,1760,0.024939282664927547,0.4244318181818182,251.42857142857142
B1+D1+E1+F1,home,0.05,2696,0.04637575290113799,1024,0.024913054252805957,0.509765625,146.28571428571428
B1+D1+E1+F1,home,0.08,2696,0.04637575290113799,1024,0.024913054252805957,0.509765625,146.28571428571428
B1+D1+E0+G1,all,0.1,3956,0.025239998432855695,2012,0.024905929817380733,0.44582504970178927,287.42857142857144
E0+F1+G1+I1,away,0.1,1065,-0.008708476562183853,914,0.024905190602293147,0.487964989059081,130.57142857142858
E0+F1+N1+SP1,home+draw,0.1,3185,0.025329142724453545,1296,0.024894860197946286,0.4513888888888889,185.14285714285714
D1+F1+SP1+T1,home+draw,0.05,4387,0.0141554349070143,2277,0.024893794028436843,0.42116820377689945,325.2857142857143
D1+F1+SP1+T1,home+draw,0.08,4387,0.0141554349070143,2277,0.024893794028436843,0.42116820377689945,325.2857142857143
B1+I1+SP1+T1,draw+away,0.1,1940,-0.05133284020666947,1370,0.02489266057293587,0.3956204379562044,195.71428571428572
D1+E0+F1+I1,home,0.05,3195,0.03437173300631677,1074,0.02489229509171489,0.5167597765363129,153.42857142857142
D1+E0+F1+I1,home,0.08,3195,0.03437173300631677,1074,0.02489229509171489,0.5167597765363129,153.42857142857142
N1+P1+SP1,all,0.08,4468,0.018680063182432143,2554,0.024884217854626196,0.46515270164447925,364.85714285714283
N1+P1+SP1,all,0.05,4468,0.018680063182432143,2554,0.024884217854626196,0.46515270164447925,364.85714285714283
G1+I1+SC0+SP1,home,0.1,2219,0.03800573094335981,735,0.024878464432903414,0.6040816326530613,105.0
B1+F1+P1+T1,home,0.1,1914,0.061438006281097836,1025,0.024864608120616697,0.5707317073170731,146.42857142857142
B1+E1+SP1+T1,all,0.15,1415,0.014397658424638233,798,0.024862282085302823,0.5275689223057645,114.0
B1+E1+G1+N1,away,0.1,895,-0.09452181166496426,651,0.024851536803171873,0.41935483870967744,93.0
B1+E0+SP1+T1,all,0.15,1640,0.01233444334841838,780,0.024844140078534645,0.5205128205128206,111.42857142857143
G1+N1+SP1,draw+away,0.12,816,-0.09517896712312073,540,0.024843412525240836,0.3962962962962963,77.14285714285714
B1+F1+SC0+T1,home+draw,0.05,3708,0.0072064971875949084,2004,0.0248394342413207,0.4241516966067864,286.2857142857143
B1+F1+SC0+T1,home+draw,0.08,3708,0.0072064971875949084,2004,0.0248394342413207,0.4241516966067864,286.2857142857143
N1+SC0+SP1+T1,draw+away,0.15,663,-0.06721328337608276,375,0.02483915853284619,0.44,53.57142857142857
B1+D1+I1+N1,away,0.08,1680,-0.07065987214689651,1098,0.024838133291716726,0.4262295081967213,156.85714285714286
B1+D1+I1+N1,away,0.05,1680,-0.07065987214689651,1098,0.024838133291716726,0.4262295081967213,156.85714285714286
E0+E1+I1+T1,draw+away,0.15,748,-0.056548705727121125,473,0.024835853342917234,0.44608879492600423,67.57142857142857
B1+E0+F1+P1,all,0.1,4007,0.05291898972269271,2240,0.024833634080663077,0.47232142857142856,320.0
B1+F1+SC0+T1,all,0.12,2466,0.016008760797572356,1342,0.02482778895651106,0.4783904619970194,191.71428571428572
B1+E1+G1+N1,all,0.18,647,0.03884471855960515,379,0.024824622411344918,0.525065963060686,54.142857142857146
P1+SC0+SP1,home+draw,0.08,2862,0.017725878966890714,1733,0.02481577461240925,0.463935372186959,247.57142857142858
P1+SC0+SP1,home+draw,0.05,2862,0.017725878966890714,1733,0.02481577461240925,0.463935372186959,247.57142857142858
B1+E0+F1,home,0.08,2212,0.04812232163605288,933,0.02481196398922861,0.5058949624866024,133.28571428571428
B1+E0+F1,home,0.05,2212,0.04812232163605288,933,0.02481196398922861,0.5058949624866024,133.28571428571428
B1+D1+G1+SC0,all,0.15,1274,-0.006694191144196303,688,0.024802352214348875,0.501453488372093,98.28571428571429
B1+N1+T1,draw,0.1,512,0.012467020701740437,317,0.024796331978274102,0.26813880126182965,45.285714285714285
E0+SC0+T1,draw+away,0.08,2296,-0.008859128626807714,1408,0.024782929053288678,0.3742897727272727,201.14285714285714
E0+SC0+T1,draw+away,0.05,2296,-0.008859128626807714,1408,0.024782929053288678,0.3742897727272727,201.14285714285714
E0+G1+SP1+T1,draw+away,0.08,2938,-0.02921406335342591,2046,0.02477935934903058,0.37927663734115347,292.2857142857143
E0+G1+SP1+T1,draw+away,0.05,2938,-0.02921406335342591,2046,0.02477935934903058,0.37927663734115347,292.2857142857143
E1+F1+I1+SP1,home,0.08,3374,0.036546341656583735,1137,0.024776791053749452,0.5364995602462621,162.42857142857142
E1+F1+I1+SP1,home,0.05,3374,0.036546341656583735,1137,0.024776791053749452,0.5364995602462621,162.42857142857142
B1+E0+G1+SC0,away,0.12,632,-0.026502795264387948,543,0.024770234597614627,0.46593001841620624,77.57142857142857
B1+E1+I1+T1,away,0.1,1130,-0.05168373638276994,784,0.024760622522639514,0.4604591836734694,112.0
B1+I1+SP1+T1,all,0.12,2929,-0.0005100086981629969,1427,0.02475466119604584,0.5017519271198319,203.85714285714286
E1+I1+SC0,away,0.08,1525,-0.007009132343534246,757,0.02475436371150352,0.46367239101717306,108.14285714285714
E1+I1+SC0,away,0.05,1525,-0.007009132343534246,757,0.02475436371150352,0.46367239101717306,108.14285714285714
E0+E1+F1+G1,draw+away,0.1,1955,0.009342122429752492,1174,0.024752532351920736,0.39948892674616693,167.71428571428572
G1+N1+SC0,draw+away,0.12,749,-0.07919921215343927,499,0.02475246153171561,0.3867735470941884,71.28571428571429
B1+D1+P1+T1,home+draw,0.1,2669,0.04009752782034085,1493,0.024748776975598876,0.47622237106496984,213.28571428571428
D1+N1,home+draw,0.05,1899,-0.00831743797558283,919,0.024740982896116415,0.40805223068552776,131.28571428571428
D1+N1,home+draw,0.08,1899,-0.00831743797558283,919,0.024740982896116415,0.40805223068552776,131.28571428571428
D1+E0+I1,away,0.12,618,0.0030149571251979032,478,0.02473943276731133,0.4769874476987448,68.28571428571429
P1+SP1+T1,home+draw,0.1,2256,0.04041549812593239,1398,0.024736867461763967,0.4871244635193133,199.71428571428572
E0+E1+N1+P1,away,0.12,720,0.02203976492398866,527,0.024736247695605763,0.47248576850094876,75.28571428571429
B1+F1+N1+T1,all,0.12,2496,0.012763441493076193,1313,0.02472716485046805,0.4722010662604722,187.57142857142858
E0+F1+N1+P1,draw+away,0.15,689,0.01224223628007203,405,0.024718424792182107,0.4444444444444444,57.857142857142854
D1+N1+P1+SC0,away,0.08,1727,-0.0021431943115528523,940,0.02471169863714732,0.42659574468085104,134.28571428571428
