leagues,outcomes,edge_min,sel_n,sel_roi,hld_n,hld_roi,hld_win,hld_per_season
D1+I1+P1+SC0,away,0.12,850,0.017614404001342985,523,0.08191184158619337,0.5411089866156787,74.71428571428571
E1+P1+SP1,home,0.15,532,0.06584285018934362,319,0.08189049608945803,0.7021943573667712,45.57142857142857
B1+E0+G1+SC0,home,0.15,833,0.06861409521303076,315,0.08187682943023432,0.6634920634920635,45.0
E1+P1+SC0+SP1,home,0.15,663,0.038545006985217914,403,0.08186812036873711,0.6774193548387096,57.57142857142857
D1+F1+G1+SC0,draw,0.1,763,-0.10227932266308205,438,0.0818637343241079,0.271689497716895,62.57142857142857
F1+G1+I1+N1,draw,0.05,1279,-0.05561482377708002,755,0.08186159251942579,0.27549668874172184,107.85714285714286
F1+G1+I1+N1,draw,0.08,1279,-0.05561482377708002,755,0.08186159251942579,0.27549668874172184,107.85714285714286
D1+E0+I1+P1,home+draw,0.15,1248,0.0031655459345279868,386,0.08185183000182938,0.5621761658031088,55.142857142857146
G1+I1+SP1,draw+away,0.15,501,-0.07743914042088217,306,0.0818161904407743,0.5,43.714285714285715
B1+I1+SP1+T1,draw,0.12,446,-0.09599939079340031,296,0.08180097846313746,0.3108108108108108,42.285714285714285
D1+G1+I1+P1,away,0.1,1099,-0.008252816777830543,842,0.08180093279326088,0.5083135391923991,120.28571428571429
F1+G1+T1,all,0.12,1889,0.02826728126671553,1123,0.08179176167467721,0.5218165627782725,160.42857142857142
G1+P1+SC0+T1,all,0.12,2456,0.02271790461451806,1648,0.08178344214380225,0.5442961165048543,235.42857142857142
E0+E1+G1,home,0.08,2412,0.04881612543247444,919,0.081780500212448,0.5658324265505985,131.28571428571428
E0+E1+G1,home,0.05,2412,0.04881612543247444,919,0.081780500212448,0.5658324265505985,131.28571428571428
B1+E1+G1+T1,home+draw,0.15,947,0.07226972930632872,574,0.08177917110344754,0.578397212543554,82.0
E1+F1+G1+P1,home+draw,0.15,878,0.10184354114415696,535,0.08177456362889322,0.5887850467289719,76.42857142857143
D1+E1+N1+P1,home,0.15,671,0.07028250678563065,319,0.0817630943231171,0.6739811912225705,45.57142857142857
E0+G1+I1+T1,draw+away,0.15,681,-0.09330983196703312,488,0.08175276229575,0.48360655737704916,69.71428571428571
E0+E1+N1,home+draw,0.1,2278,0.02259557490725559,891,0.0817402765982959,0.48709315375982043,127.28571428571429
D1+E0+G1,home+draw,0.12,1600,0.025093959474254957,571,0.08172965143725192,0.5078809106830122,81.57142857142857
D1+F1+I1+P1,draw,0.1,815,-0.0748122382481577,511,0.08172823864377694,0.273972602739726,73.0
E0+F1+G1+T1,all,0.15,1520,0.02582421140624106,793,0.08169831694473402,0.5472887767969735,113.28571428571429
G1+SC0+T1,home,0.12,1000,0.020496989304062404,512,0.0816935517158655,0.640625,73.14285714285714
B1+F1+G1+I1,draw+away,0.12,1140,-0.028747144111471144,796,0.08168815533893373,0.4635678391959799,113.71428571428571
I1+P1+SC0+T1,draw+away,0.12,1290,-0.021873633825792847,900,0.08161670217818334,0.4622222222222222,128.57142857142858
G1+N1+P1,all,0.12,1771,0.03915558978398466,1144,0.08161214129118938,0.5498251748251748,163.42857142857142
G1+N1+T1,home,0.12,1064,0.03485728071524131,508,0.08160405886805851,0.6456692913385826,72.57142857142857
F1+G1+P1+SC0,draw+away,0.15,611,0.024947256478216287,417,0.08160331338508836,0.4940047961630695,59.57142857142857
D1+E0+E1+I1,home+draw,0.12,2096,-0.003873326942986524,682,0.08158959363528326,0.4780058651026393,97.42857142857143
E1+G1+P1+T1,home+draw,0.12,1782,0.057265039435573456,1099,0.08155942275756059,0.5532302092811647,157.0
E1+G1+P1,home,0.1,1418,0.09003667957261328,696,0.08155717799971687,0.6594827586206896,99.42857142857143
D1+E1+G1,home,0.1,1428,0.0646358657914772,496,0.08153742411783972,0.6229838709677419,70.85714285714286
G1+SC0+SP1+T1,draw,0.12,358,-0.1559903500884728,344,0.08152874800398828,0.3081395348837209,49.142857142857146
D1+F1+P1+T1,draw+away,0.12,1328,0.0024882880445697073,872,0.08151947838827904,0.42775229357798167,124.57142857142857
P1+SP1+T1,away,0.12,693,0.011053664760627822,437,0.08146822912529482,0.5377574370709383,62.42857142857143
E0+G1+SC0+T1,all,0.18,826,-0.03200588040000515,407,0.08145873651821219,0.5675675675675675,58.142857142857146
G1+I1+N1+T1,draw+away,0.1,1704,-0.053154376393082244,1299,0.08145525295026053,0.4149345650500385,185.57142857142858
E0+E1+F1+N1,home+draw,0.15,967,0.06426590834009786,359,0.08144801808167988,0.4818941504178273,51.285714285714285
D1+E1+T1,home+draw,0.12,1366,-0.0023741756154666786,691,0.08138238973451531,0.48480463096960924,98.71428571428571
E0+I1+N1+P1,home+draw,0.15,1188,0.029934073946965317,378,0.08136592214003761,0.5873015873015873,54.0
D1+G1+SP1+T1,home+draw,0.15,1063,-0.004654405001469798,520,0.08135912515718385,0.5557692307692308,74.28571428571429
E1+F1+G1+I1,draw+away,0.12,1202,0.012883926391615123,785,0.08135841442006159,0.4573248407643312,112.14285714285714
B1+I1+P1,away,0.1,813,-0.011494171814843825,674,0.08135802730871088,0.516320474777448,96.28571428571429
E1+F1+SP1+T1,draw,0.1,821,-0.01326566622011008,478,0.08135472394815726,0.2824267782426778,68.28571428571429
E0+G1+I1+N1,draw,0.1,796,-0.04815479811863336,454,0.08133350733380426,0.28854625550660795,64.85714285714286
N1+P1+SP1+T1,home,0.15,836,0.05633408622247529,402,0.08133282609245776,0.681592039800995,57.42857142857143
E0+G1+I1,all,0.15,1226,-0.014389510685996169,523,0.08132461527013145,0.5697896749521989,74.71428571428571
I1+P1+SC0+T1,draw,0.08,1044,-0.09293057587999677,909,0.08131953321275563,0.29372937293729373,129.85714285714286
I1+P1+SC0+T1,draw,0.05,1044,-0.09293057587999677,909,0.08131953321275563,0.29372937293729373,129.85714285714286
E0+E1+SC0,home+draw,0.1,2157,-0.0005639231698269655,865,0.08131832330959664,0.4820809248554913,123.57142857142857
E1+P1,home,0.1,887,0.08340339696064726,518,0.08131805934931835,0.640926640926641,74.0
D1+E1+SC0,draw,0.08,940,-0.06178807737786325,541,0.08131495328537701,0.266173752310536,77.28571428571429
D1+E1+SC0,draw,0.05,940,-0.06178807737786325,541,0.08131495328537701,0.266173752310536,77.28571428571429
P1+SC0+SP1+T1,home+draw,0.15,1016,0.007942847154825227,570,0.08131384261258613,0.5912280701754385,81.42857142857143
E0+N1+T1,home+draw,0.12,1563,-0.002417062856341986,683,0.0813135020353461,0.5109809663250366,97.57142857142857
I1+N1+P1+SP1,all,0.18,889,0.022144588224284764,348,0.08129319325128598,0.6091954022988506,49.714285714285715
E1+P1,home,0.08,1375,0.06922544754902415,710,0.08126930295371604,0.6056338028169014,101.42857142857143
E1+P1,home,0.05,1375,0.06922544754902415,710,0.08126930295371604,0.6056338028169014,101.42857142857143
D1+E1+G1+SC0,home+draw,0.18,464,-0.006782660158896491,305,0.08124600063349763,0.5049180327868853,43.57142857142857
E0+F1+G1+SC0,home+draw,0.12,1843,0.029429064205875172,759,0.08124250801062682,0.5072463768115942,108.42857142857143
E1+G1+SP1,home+draw,0.15,675,0.041820518732526256,405,0.08122108325743371,0.582716049382716,57.857142857142854
G1+I1+SC0,draw+away,0.08,1946,-0.056817947446001736,1362,0.08121643764693161,0.41923641703377384,194.57142857142858
G1+I1+SC0,draw+away,0.05,1946,-0.056817947446001736,1362,0.08121643764693161,0.41923641703377384,194.57142857142858
E0+G1+P1+SP1,all,0.15,1603,0.03698753728644009,831,0.08119851458778822,0.5860409145607701,118.71428571428571
E1+F1+G1+P1,home,0.12,1236,0.0856456893413496,645,0.08117943711893694,0.6496124031007752,92.14285714285714
D1+E1+G1+SP1,draw,0.12,438,-0.10706826685546218,340,0.0811776382553444,0.2911764705882353,48.57142857142857
E1+P1+SC0,all,0.15,940,0.038548095799524125,633,0.08115708670714633,0.5750394944707741,90.42857142857143
F1+G1+I1+P1,all,0.12,2612,0.04408717869672263,1472,0.08114045202522789,0.5529891304347826,210.28571428571428
F1+P1+SP1,all,0.18,646,0.09893469011551544,310,0.08113854204756638,0.6225806451612903,44.285714285714285
D1+G1+I1+N1,away,0.12,708,-0.0791383210394346,458,0.08113165998693658,0.5065502183406113,65.42857142857143
F1+G1+I1+T1,home+draw,0.15,1004,0.023128551176250775,437,0.08108156513949964,0.5766590389016019,62.42857142857143
I1+N1+T1,draw+away,0.15,535,-0.09685811719911525,310,0.08106902556250845,0.4806451612903226,44.285714285714285
B1+E1+P1+SC0,home,0.15,646,0.07423474764383878,409,0.08104822266607285,0.6699266503667481,58.42857142857143
D1+E1,home,0.1,897,0.03566702586132243,318,0.08102789959919172,0.5723270440251572,45.42857142857143
B1+I1+P1+SC0,away,0.12,772,-0.01210925562989147,543,0.08102044615900572,0.5469613259668509,77.57142857142857
E1+F1+SC0+T1,home+draw,0.12,1609,0.007213061304394126,879,0.08101200953264513,0.4891922639362912,125.57142857142857
F1+G1+N1+T1,draw,0.05,1243,-0.012717994515732509,737,0.0809991958982982,0.27408412483039346,105.28571428571429
F1+G1+N1+T1,draw,0.08,1243,-0.012717994515732509,737,0.0809991958982982,0.27408412483039346,105.28571428571429
G1+N1+SP1+T1,home+draw,0.15,1003,0.029141397023298272,512,0.08099051847550041,0.57421875,73.14285714285714
G1,all,0.05,1138,0.04672092655862181,671,0.08097301942792036,0.5067064083457526,95.85714285714286
G1,all,0.08,1138,0.04672092655862181,671,0.08097301942792036,0.5067064083457526,95.85714285714286
N1+P1+SC0,all,0.15,982,0.03078622868401712,551,0.0809497892579229,0.5698729582577132,78.71428571428571
I1+T1,all,0.12,1496,-0.03136999301094198,782,0.08094852221841599,0.5332480818414322,111.71428571428571
G1+P1+SC0+SP1,draw+away,0.15,624,-0.026652545497884754,411,0.08093223921087275,0.49148418491484186,58.714285714285715
E0+G1+P1+T1,home+draw,0.12,2065,0.04429824546418146,1060,0.08092912354306349,0.5584905660377358,151.42857142857142
D1+G1+SC0,draw+away,0.15,432,-0.13752058496079922,303,0.08092566617432183,0.4158415841584158,43.285714285714285
B1+E1+P1,home,0.15,515,0.10664786946824543,325,0.08091782850497457,0.6923076923076923,46.42857142857143
E1+G1+N1,all,0.18,462,0.011391763883807684,287,0.08088048970143809,0.5470383275261324,41.0
G1+N1+P1,draw+away,0.12,758,-0.05022439569143344,607,0.08086807816670369,0.4332784184514003,86.71428571428571
F1+I1+P1,draw+away,0.08,2302,-0.01786036415166913,1593,0.08086468885863848,0.4268675455116133,227.57142857142858
F1+I1+P1,draw+away,0.05,2302,-0.01786036415166913,1593,0.08086468885863848,0.4268675455116133,227.57142857142858
B1+I1+SC0+T1,draw,0.05,1092,-0.0584289034168033,925,0.08085720845914939,0.28864864864864864,132.14285714285714
B1+I1+SC0+T1,draw,0.08,1092,-0.0584289034168033,925,0.08085720845914939,0.28864864864864864,132.14285714285714
F1+G1+SC0+T1,home,0.15,696,0.036213521585372666,350,0.08081500086506348,0.6542857142857142,50.0
D1+E1+P1+T1,all,0.18,815,0.010542581884605608,538,0.08078183288374059,0.550185873605948,76.85714285714286
D1+E1+SP1+T1,home+draw,0.18,572,-0.06398047089111972,310,0.08076821189390726,0.5129032258064516,44.285714285714285
G1+I1+SC0+T1,home+draw,0.12,1811,0.0017011461703266583,910,0.08074181242946588,0.5263736263736264,130.0
E1+G1+N1,all,0.15,857,0.019584069199258446,510,0.08072968920016069,0.5450980392156862,72.85714285714286
I1+P1+SP1+T1,draw+away,0.12,1357,-0.033692095865187836,941,0.08068434013876677,0.46439957492029754,134.42857142857142
E1+F1+G1+T1,home,0.12,1287,0.04069341173336222,616,0.08066082090536043,0.6185064935064936,88.0
E0+F1+G1+P1,home,0.12,1496,0.07928865758729761,650,0.08065332200932677,0.64,92.85714285714286
E0+E1+F1,home+draw,0.05,3668,0.026556758912960242,1311,0.08064680821840486,0.4462242562929062,187.28571428571428
E0+E1+F1,home+draw,0.08,3668,0.026556758912960242,1311,0.08064680821840486,0.4462242562929062,187.28571428571428
G1+P1+SC0+T1,home,0.12,1345,0.048400769907059535,769,0.08063485610461073,0.6566970091027308,109.85714285714286
G1+T1,away,0.1,449,-0.08874014387503114,395,0.08062570097296429,0.4810126582278481,56.42857142857143
F1+SP1+T1,draw,0.1,586,-0.06929315329290624,388,0.08062034953469109,0.28350515463917525,55.42857142857143
E0+E1+F1+G1,home,0.1,2098,0.061184960682785325,783,0.08061590060485115,0.5836526181353767,111.85714285714286
D1+E0+N1+P1,home+draw,0.15,1164,0.03427364995550398,415,0.08060691858258655,0.5301204819277109,59.285714285714285
G1+N1+P1+T1,home,0.12,1409,0.05755810402936767,765,0.08060080036265449,0.6601307189542484,109.28571428571429
E0+E1+I1+SC0,draw,0.1,879,-0.04275135538294853,424,0.08059448402373917,0.2830188679245283,60.57142857142857
D1+E0+E1+G1,home+draw,0.1,3017,0.03771497284693506,1161,0.08059415709703212,0.48320413436692505,165.85714285714286
B1+G1+P1,draw+away,0.12,740,-0.033601217820907026,643,0.08059208021868151,0.4494556765163297,91.85714285714286
G1+P1+SC0,all,0.12,1741,0.044032660382219646,1173,0.08058714132398265,0.5549872122762148,167.57142857142858
D1+G1+I1,all,0.12,2028,-0.0022866824400264774,948,0.08058531764952323,0.5116033755274262,135.42857142857142
E1+G1+I1+P1,draw+away,0.08,2841,-0.022416809425920756,1994,0.08055917560513837,0.41424272818455365,284.85714285714283
E1+G1+I1+P1,draw+away,0.05,2841,-0.022416809425920756,1994,0.08055917560513837,0.41424272818455365,284.85714285714283
G1+N1+T1,all,0.12,1829,-0.009658537966721408,1102,0.08055061294132751,0.5190562613430127,157.42857142857142
E0+G1+N1+SC0,home,0.1,2017,0.033033154798602034,833,0.08052824852332059,0.5990396158463386,119.0
B1+N1+P1+T1,home,0.15,819,0.08343455879299298,408,0.0805067948577443,0.6740196078431373,58.285714285714285
F1+P1+SC0+T1,home+draw,0.15,933,0.03993363138919258,524,0.08047592056392905,0.5687022900763359,74.85714285714286
E1+I1+P1+T1,draw,0.12,474,0.037067188510176576,323,0.08045534259746222,0.29721362229102166,46.142857142857146
I1+P1+SP1,all,0.18,719,0.03197539872033508,306,0.080446959854258,0.6339869281045751,43.714285714285715
G1+I1,all,0.1,1973,0.013226924719968234,1013,0.08043826284543287,0.5202369200394866,144.71428571428572
E1+G1+T1,draw+away,0.15,456,-0.07497761809278641,362,0.08043654740893176,0.4530386740331492,51.714285714285715
E1+G1+N1+P1,away,0.1,979,-0.023290346784040274,708,0.08043539388370198,0.481638418079096,101.14285714285714
N1+P1+SC0+T1,draw+away,0.15,658,-0.044307704694173,415,0.08041482799445153,0.4771084337349398,59.285714285714285
D1+F1+G1+T1,home+draw,0.15,980,0.027697325238197217,474,0.08041414642957165,0.5274261603375527,67.71428571428571
G1+I1+N1+P1,draw+away,0.1,1673,-0.027927345085641535,1335,0.08041032360013144,0.42921348314606744,190.71428571428572
F1+N1+P1+T1,all,0.18,845,0.04684453307749572,435,0.08039761409574162,0.5839080459770115,62.142857142857146
D1+E1+N1+P1,home+draw,0.18,553,0.05354424881046082,316,0.08035904365348981,0.5158227848101266,45.142857142857146
D1+T1,all,0.15,808,-0.059646254058016775,411,0.0803353036451372,0.49635036496350365,58.714285714285715
E0+E1+N1+T1,home,0.1,2153,0.015850278496374336,985,0.0803216389963691,0.5746192893401015,140.71428571428572
E0+E1+P1,home,0.08,2332,0.05375256236847296,1116,0.08031826349818023,0.5743727598566308,159.42857142857142
E0+E1+P1,home,0.05,2332,0.05375256236847296,1116,0.08031826349818023,0.5743727598566308,159.42857142857142
E0+E1+N1+P1,all,0.15,1452,0.03982897480222726,747,0.080306708168684,0.5448460508701473,106.71428571428571
E0+F1+I1+P1,all,0.18,937,0.060989017431928326,352,0.08029145238450093,0.5994318181818182,50.285714285714285
G1+P1+T1,draw+away,0.08,1766,-0.02489112393252272,1516,0.08028578495784056,0.40699208443271767,216.57142857142858
G1+P1+T1,draw+away,0.05,1766,-0.02489112393252272,1516,0.08028578495784056,0.40699208443271767,216.57142857142858
E0+I1+P1,away,0.12,611,0.025161519112281924,550,0.08027604795138303,0.54,78.57142857142857
F1+G1+I1+T1,away,0.12,770,-0.04024221476141722,585,0.08027005134004644,0.5418803418803418,83.57142857142857
E0+E1+P1,home+draw,0.12,1514,0.0450583460932302,709,0.0802600386070521,0.5458392101551481,101.28571428571429
G1+I1+N1+P1,all,0.12,2552,0.018190811791324837,1451,0.0802509179012535,0.5513439007580979,207.28571428571428
F1+G1+I1+T1,all,0.12,2670,0.010432877694899156,1430,0.08024618169991543,0.5293706293706294,204.28571428571428
G1+I1+P1,home+draw,0.15,813,0.04098739588691375,378,0.08024569629554709,0.6507936507936508,54.0
F1+G1+I1+T1,home+draw,0.12,1900,0.029997730129053678,845,0.08023213345882581,0.5207100591715976,120.71428571428571
E1+N1,home+draw,0.1,1265,0.023199693186449297,583,0.08022224231354265,0.48198970840480276,83.28571428571429
G1+N1+SC0,home,0.12,895,0.03796413308909796,417,0.08019131655617721,0.6426858513189448,59.57142857142857
E1+G1+P1,draw+away,0.12,802,0.02961358279137575,632,0.08017995040085478,0.44145569620253167,90.28571428571429
E1+G1+I1,home,0.12,1052,0.029018900211397698,345,0.0801769363132476,0.6898550724637681,49.285714285714285
E1+F1+P1+T1,draw,0.1,823,0.05193883297329765,442,0.08014583004422836,0.2850678733031674,63.142857142857146
E1+F1+N1+P1,home,0.15,612,0.09548842229759039,330,0.080131210186615,0.6636363636363637,47.142857142857146
D1+E0+T1,home+draw,0.12,1649,-0.007093060451424231,652,0.08011266578906905,0.4892638036809816,93.14285714285714
E1+G1+I1+T1,home+draw,0.18,547,0.02501818564718673,330,0.08009900515186408,0.5787878787878787,47.142857142857146
E1+N1+T1,draw,0.1,586,0.03881781931197699,327,0.08005662744211228,0.27522935779816515,46.714285714285715
E1+I1+P1+SC0,home+draw,0.15,938,0.010103473951147485,490,0.0800502068860034,0.5836734693877551,70.0
B1+G1+I1+N1,away,0.12,630,-0.11888336280311797,478,0.08003881509072147,0.5146443514644351,68.28571428571429
E0+G1+SP1+T1,all,0.15,1618,0.002136504279325681,823,0.08003179870291853,0.5613608748481167,117.57142857142857
E1+F1+G1,home+draw,0.15,592,0.10303984966055448,359,0.08002879053091586,0.5487465181058496,51.285714285714285
E0+F1+G1+T1,home,0.12,1547,0.0436543171530046,621,0.08001517602230489,0.6086956521739131,88.71428571428571
E1+F1+G1,home+draw,0.05,3153,0.049902091898150654,1237,0.08000432198395668,0.46079223928860147,176.71428571428572
E1+F1+G1,home+draw,0.08,3153,0.049902091898150654,1237,0.08000432198395668,0.46079223928860147,176.71428571428572
F1+G1+N1+T1,home+draw,0.15,920,0.0651759788731682,466,0.08000289000753183,0.5472103004291845,66.57142857142857
D1+I1+P1+T1,draw,0.05,1103,-0.07839839876782095,969,0.07998937524710675,0.28586171310629516,138.42857142857142
D1+I1+P1+T1,draw,0.08,1103,-0.07839839876782095,969,0.07998937524710675,0.28586171310629516,138.42857142857142
E0+E1+G1+P1,all,0.12,2626,0.05000360752685696,1543,0.07998295589899088,0.5366169799092677,220.42857142857142
E1+G1+I1+N1,home+draw,0.12,1784,0.024258730058754487,785,0.07997784789582908,0.5197452229299363,112.14285714285714
E0+F1+SC0+T1,home+draw,0.12,1892,0.001213347114768202,840,0.07997576662394001,0.4928571428571429,120.0
E1+P1+SP1+T1,all,0.18,846,0.024609503729071485,545,0.07994744844572153,0.5853211009174312,77.85714285714286
E1+F1+G1+T1,home+draw,0.18,489,0.06382081345831099,313,0.0799334147219939,0.5654952076677316,44.714285714285715
D1+E1+G1+I1,home+draw,0.15,985,-0.0032067115574661957,440,0.07993080067223787,0.5409090909090909,62.857142857142854
D1+E0+F1+SC0,draw,0.08,1462,-0.07756238986060265,639,0.07990848687530573,0.25508607198748046,91.28571428571429
D1+E0+F1+SC0,draw,0.05,1462,-0.07756238986060265,639,0.07990848687530573,0.25508607198748046,91.28571428571429
I1+N1+P1+T1,all,0.18,918,0.0030124576867326374,431,0.07989831318689866,0.5916473317865429,61.57142857142857
F1+G1+I1+P1,all,0.18,840,0.06140321954751591,399,0.07986914039630835,0.6265664160401002,57.0
G1+P1,all,0.1,1727,0.07586514142431787,1228,0.07985872696903858,0.5415309446254072,175.42857142857142
E0+E1+F1,home,0.1,1567,0.04480732770055445,605,0.0798561425134041,0.5454545454545454,86.42857142857143
E0+N1+SC0,home,0.1,1486,0.006678297299592231,655,0.07982281016306182,0.5679389312977099,93.57142857142857
E0+G1+N1+SP1,all,0.18,817,0.0030244658394766024,282,0.07981713827774457,0.5638297872340425,40.285714285714285
G1+P1+SC0,away,0.08,1072,0.003998432754573712,711,0.07980717116708398,0.5007032348804501,101.57142857142857
G1+P1+SC0,away,0.05,1072,0.003998432754573712,711,0.07980717116708398,0.5007032348804501,101.57142857142857
E0+G1+P1+T1,draw+away,0.12,1150,-0.019494313755637035,965,0.07978969054643112,0.44870466321243524,137.85714285714286
E1+I1+P1,away,0.08,1476,-0.014009768727867751,947,0.07977213144865711,0.49208025343189016,135.28571428571428
E1+I1+P1,away,0.05,1476,-0.014009768727867751,947,0.07977213144865711,0.49208025343189016,135.28571428571428
B1+F1+SC0+T1,draw,0.1,757,-0.019290695282346188,396,0.0797619473057339,0.2828282828282828,56.57142857142857
I1+P1+SC0+T1,home+draw,0.18,610,0.01095362544933096,308,0.07975223159246377,0.6006493506493507,44.0
E1+F1+P1+T1,all,0.15,1406,0.053268324478302036,877,0.07973901456374041,0.5667046750285063,125.28571428571429
F1+G1+I1+SC0,draw+away,0.12,1192,-0.013143543843595241,785,0.07973375006251605,0.46496815286624205,112.14285714285714
G1+I1+P1+SC0,draw+away,0.08,2582,-0.041375308785328836,1888,0.07968422606814615,0.423728813559322,269.7142857142857
G1+I1+P1+SC0,draw+away,0.05,2582,-0.041375308785328836,1888,0.07968422606814615,0.423728813559322,269.7142857142857
E0+E1+N1+SC0,home+draw,0.12,1776,-0.007851835688829615,780,0.07967937653685937,0.4897435897435897,111.42857142857143
E0+G1+T1,draw+away,0.15,473,-0.10272560978170105,385,0.07966873279519969,0.4649350649350649,55.0
D1+G1+SC0,draw,0.08,796,-0.1205912972120492,604,0.0796605290867456,0.2814569536423841,86.28571428571429
D1+G1+SC0,draw,0.05,796,-0.1205912972120492,604,0.0796605290867456,0.2814569536423841,86.28571428571429
B1+D1+G1+I1,draw,0.1,701,-0.06530865505205569,520,0.0796560040839942,0.2903846153846154,74.28571428571429
D1+E0+G1+T1,draw,0.1,796,-0.056641491674898105,465,0.07964956786209904,0.2838709677419355,66.42857142857143
E1+I1+SC0,home+draw,0.12,1260,-0.021977518260823156,559,0.07964525540085293,0.49016100178890876,79.85714285714286
G1+N1+P1+SC0,home,0.12,1240,0.0625749930795432,674,0.0796409232362326,0.6602373887240356,96.28571428571429
F1+P1+T1,all,0.18,675,0.06302234864492053,393,0.07961556088694693,0.6005089058524173,56.142857142857146
E1+G1+I1+P1,home,0.12,1397,0.05410029204132743,602,0.07961082149117032,0.6893687707641196,86.0
G1+N1+P1+SC0,away,0.1,996,-0.015218444202650047,664,0.07960029978795541,0.49849397590361444,94.85714285714286
E1+SC0+T1,all,0.15,955,-0.02299448145870715,625,0.07958661204131301,0.5424,89.28571428571429
D1+E1+I1+P1,away,0.12,814,0.01587646540238873,525,0.07958434342400726,0.5257142857142857,75.0
D1+G1+P1,home+draw,0.15,789,0.04834959187386282,415,0.07957912332539839,0.5879518072289157,59.285714285714285
G1+SC0,home+draw,0.12,764,0.025724336576744,448,0.07954895686670507,0.53125,64.0
B1+D1+I1+T1,draw,0.08,1151,-0.04750479497922626,985,0.07954724733425657,0.2812182741116751,140.71428571428572
B1+D1+I1+T1,draw,0.05,1151,-0.04750479497922626,985,0.07954724733425657,0.2812182741116751,140.71428571428572
F1+P1+SC0+T1,home+draw,0.18,552,0.040328661719185234,291,0.07954056727449729,0.5876288659793815,41.57142857142857
E0+N1+P1+T1,away,0.15,449,-0.05684360283603482,335,0.07952819558848799,0.5283582089552239,47.857142857142854
E1+G1+I1+N1,home+draw,0.15,925,0.03285987881353012,432,0.0795242387326306,0.5625,61.714285714285715
D1+P1+SC0,away,0.12,622,0.051683482104023556,360,0.07948185790899032,0.5111111111111111,51.42857142857143
D1+E1+P1+SC0,home+draw,0.15,914,0.013530259056343898,527,0.07945359204686056,0.538899430740038,75.28571428571429
E0+I1+SC0,draw,0.1,644,-0.10836284879311923,334,0.07944991756561187,0.2844311377245509,47.714285714285715
G1+I1+P1+SC0,all,0.12,2522,0.021150435139706596,1480,0.0794386449496922,0.5554054054054054,211.42857142857142
F1+G1+I1+P1,away,0.1,1071,0.001607935434098758,868,0.07943588839647724,0.5311059907834101,124.0
F1+G1,all,0.12,1174,0.0653366031758323,648,0.07943375071434966,0.5246913580246914,92.57142857142857
F1+N1+P1+T1,all,0.15,1448,0.047021189010103305,795,0.07942966466961605,0.5622641509433962,113.57142857142857
E1+SC0,home+draw,0.1,1144,-0.023651300475896357,557,0.07942873447942031,0.473967684021544,79.57142857142857
G1+SC0+T1,all,0.12,1799,-0.006087260605477306,1131,0.07942325327957082,0.5251989389920424,161.57142857142858
E1+G1+I1+T1,home+draw,0.1,2894,0.02985001413894718,1347,0.07942095617448303,0.4951744617668894,192.42857142857142
E1+G1+I1+SC0,home,0.15,659,0.0005146782728282615,307,0.0793981836194606,0.6970684039087948,43.857142857142854
D1+E0+G1+SP1,draw,0.12,461,-0.20029124113108757,296,0.07939795145713989,0.2905405405405405,42.285714285714285
E1+F1+G1+SC0,home,0.12,1118,0.04440475144816785,525,0.07930416288965624,0.6114285714285714,75.0
D1+E0+E1+F1,draw,0.1,976,-0.0336738867833797,337,0.07930381875967693,0.24629080118694363,48.142857142857146
T1,draw+away,0.1,472,-0.020826207052780023,359,0.07930219560234036,0.3983286908077994,51.285714285714285
E1+F1+G1+N1,home,0.12,1182,0.05728670847996052,521,0.07929629489145765,0.6161228406909789,74.42857142857143
SC0+SP1+T1,home+draw,0.15,730,-0.036478273307528765,394,0.07928572250407454,0.5558375634517766,56.285714285714285
G1+I1+N1+T1,all,0.12,2610,-0.015861634070710867,1409,0.07927489785994027,0.5273243435060326,201.28571428571428
I1+T1,away,0.12,449,-0.07259477562700252,320,0.07927429042556064,0.55,45.714285714285715
B1+E0+E1+G1,home,0.12,1487,0.0603841167923535,550,0.07926746325610341,0.6345454545454545,78.57142857142857
E0+P1+T1,away,0.15,369,-0.026694123351971306,311,0.07923784572214979,0.5337620578778135,44.42857142857143
E1+G1+N1+P1,home,0.1,1849,0.07334151410468685,917,0.0792372404172854,0.6401308615049073,131.0
D1+E1+G1,home,0.12,979,0.05545587954079947,360,0.07923410218447746,0.65,51.42857142857143
D1+E1+G1,home+draw,0.1,2004,0.0460875324948244,853,0.07923370604669003,0.4783118405627198,121.85714285714286
G1+N1+P1,home+draw,0.15,729,0.09259146921749814,407,0.07917944875066028,0.6117936117936118,58.142857142857146
E0+G1+I1,home,0.12,1312,0.03509119692056591,350,0.07915479373941442,0.6714285714285714,50.0
B1+G1+I1+P1,draw+away,0.15,612,-0.05613760188671125,433,0.07912275169776599,0.5011547344110855,61.857142857142854
G1+N1+P1+T1,home+draw,0.18,575,0.07630631949485514,325,0.07911134651004359,0.6061538461538462,46.42857142857143
I1+P1+T1,all,0.18,748,0.007984588862529271,389,0.0790978052311451,0.609254498714653,55.57142857142857
E1+N1+P1+SC0,home+draw,0.15,854,0.05279285263001664,519,0.0790972115605461,0.5568400770712909,74.14285714285714
N1+P1,away,0.05,768,-0.02659803851550458,543,0.07907458532253867,0.4622467771639042,77.57142857142857
N1+P1,away,0.08,768,-0.02659803851550458,543,0.07907458532253867,0.4622467771639042,77.57142857142857
