leagues,outcomes,edge_min,model_prob_min,n_bets,roi,win_rate
D1+E0+SP1,home,0.25,0.45,42,0.1168112003574459,0.5952380952380952
E0+E1,draw+away,0.25,0.0,73,0.11676262996838316,0.4520547945205479
E0+E1,draw+away,0.25,0.35,73,0.11676262996838316,0.4520547945205479
E0+E1,draw+away,0.25,0.45,73,0.11676262996838316,0.4520547945205479
E0+E1,draw+away,0.25,0.4,73,0.11676262996838316,0.4520547945205479
B1+D1+E0+P1,home,0.2,0.4,389,0.11672748489292577,0.6606683804627249
E1,home,0.2,0.35,66,0.11654240438783137,0.6515151515151515
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.25,0.4,209,0.11648212666435809,0.3157894736842105
D1+E0,all,0.25,0.45,131,0.11601232264501811,0.4351145038167939
P1,all,0.15,0.0,645,0.1156788475630194,0.5937984496124031
B1,away,0.2,0.35,46,0.11547044177780036,0.5652173913043478
B1,away,0.2,0.0,46,0.11547044177780036,0.5652173913043478
B1+D1+E0+E1,away,0.25,0.4,51,0.11533003351664169,0.5882352941176471
E0,home,0.2,0.45,91,0.11523945094514429,0.6373626373626373
D1+E0+SP1,all,0.2,0.4,484,0.1151531599521975,0.49173553719008267
B1,draw+away,0.2,0.35,89,0.1147461823526876,0.43820224719101125
B1,draw+away,0.2,0.0,89,0.1147461823526876,0.43820224719101125
P1,home,0.2,0.4,124,0.11453227568182223,0.6612903225806451
P1,home,0.2,0.35,124,0.11453227568182223,0.6612903225806451
P1,home,0.2,0.0,124,0.11453227568182223,0.6612903225806451
D1+E0+SP1,home,0.2,0.45,177,0.11434485547186582,0.6440677966101694
P1,home,0.15,0.4,336,0.11371826055169901,0.7053571428571429
B1,draw,0.2,0.0,43,0.11367011194464147,0.3023255813953488
B1,draw,0.2,0.35,43,0.11367011194464147,0.3023255813953488
D1+E0+SP1,draw,0.2,0.35,150,0.11361075256044112,0.30666666666666664
D1+E0+SP1,all,0.2,0.35,510,0.11312634960559499,0.4725490196078431
B1+P1,draw+away,0.15,0.45,396,0.11296666422484429,0.5
P1,draw+away,0.15,0.0,300,0.11216833467621154,0.4766666666666667
D1+E0+SP1,all,0.2,0.45,460,0.11159331541625965,0.5065217391304347
B1+D1+E0+E1,draw,0.2,0.0,228,0.11136551684357088,0.30701754385964913
D1,all,0.25,0.45,75,0.11093799801169998,0.37333333333333335
D1+E0+E1,draw,0.2,0.0,185,0.11087289015957617,0.3081081081081081
D1+E1,all,0.2,0.4,318,0.11040251727387299,0.46226415094339623
B1,all,0.2,0.4,204,0.10964551593595159,0.6176470588235294
D1+E0+SP1,draw+away,0.2,0.45,283,0.1091751890420798,0.4204946996466431
B1+P1,home,0.2,0.45,240,0.10907215550446117,0.7041666666666667
B1+D1+E0+P1,draw,0.15,0.4,382,0.10904692667604278,0.3036649214659686
D1+E0+E1,home,0.2,0.45,200,0.10864979348748414,0.635
D1+E0+E1+N1,away,0.25,0.45,49,0.10697467688900704,0.5714285714285714
B1+D1+E0+P1,draw+away,0.2,0.35,381,0.10686534157235715,0.4304461942257218
B1+P1,home,0.2,0.35,247,0.10680235944436471,0.6882591093117408
D1+E0+E1+N1,draw+away,0.25,0.45,169,0.10665381589632497,0.3905325443786982
B1+D1+E0+P1,home,0.2,0.45,375,0.10650205681470855,0.6746666666666666
D1+E0+E1+N1,draw,0.25,0.4,120,0.10646945996664006,0.31666666666666665
D1+E0+E1+N1,draw,0.25,0.35,120,0.10646945996664006,0.31666666666666665
D1+E0+E1+N1,draw,0.25,0.45,120,0.10646945996664006,0.31666666666666665
D1+E0+E1+N1,draw,0.25,0.0,120,0.10646945996664006,0.31666666666666665
D1,draw+away,0.15,0.45,177,0.1060727991606561,0.3728813559322034
B1+P1,home,0.2,0.4,242,0.10583979764321269,0.6983471074380165
B1+D1+E0+E1,away,0.25,0.35,52,0.10554315258426795,0.5769230769230769
B1+D1+E0+E1,away,0.25,0.0,52,0.10554315258426795,0.5769230769230769
D1,draw,0.1,0.35,263,0.10552865850551539,0.28517110266159695
B1+P1,home,0.2,0.0,248,0.10530688494557841,0.6854838709677419
D1,draw+away,0.15,0.4,207,0.10515733605357493,0.357487922705314
D1+E0,draw+away,0.25,0.45,99,0.10506491246184844,0.36363636363636365
D1+E0,draw+away,0.25,0.4,99,0.10506491246184844,0.36363636363636365
E1,home,0.2,0.0,68,0.10506246939855868,0.6323529411764706
B1+P1,all,0.15,0.45,978,0.10423593516141907,0.6206543967280164
P1,home,0.1,0.45,701,0.10423033363941413,0.6804564907275321
D1+E0+E1+N1,home,0.2,0.45,258,0.10421347480554664,0.6124031007751938
B1+D1+E0+E1,home,0.2,0.45,318,0.10421027945058184,0.6729559748427673
B1,all,0.2,0.35,212,0.10414911694268178,0.5990566037735849
D1+E0+SP1,draw+away,0.2,0.4,290,0.10376160317592932,0.41379310344827586
P1,draw,0.08,0.4,206,0.10348662394204121,0.3155339805825243
P1,home,0.1,0.0,784,0.10337820093825081,0.6352040816326531
D1+E1,draw,0.1,0.4,366,0.10331755566512639,0.31420765027322406
D1+E1,home,0.2,0.45,109,0.1031716581078113,0.6330275229357798
D1+E1,draw,0.08,0.4,369,0.10309960646969117,0.3143631436314363
B1+D1+E0+P1,draw,0.15,0.0,450,0.10279191073600921,0.2822222222222222
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.25,0.0,213,0.1026526983120904,0.30985915492957744
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.25,0.35,213,0.1026526983120904,0.30985915492957744
D1+E1,draw,0.15,0.0,308,0.10240931749688456,0.2922077922077922
D1+E0+E1+N1,draw+away,0.25,0.4,170,0.10235411440233277,0.38823529411764707
B1+D1+E0+P1,draw+away,0.2,0.0,384,0.10216119224225581,0.4270833333333333
B1,all,0.2,0.0,213,0.1021342709604721,0.596244131455399
D1,all,0.25,0.4,76,0.10178635275412609,0.3684210526315789
D1+E0,all,0.2,0.0,376,0.10127390925980399,0.44680851063829785
D1+E0,home,0.2,0.45,135,0.10112453772999741,0.6222222222222222
D1+E0+SP1,all,0.2,0.0,537,0.10101241402118961,0.45251396648044695
D1+E1,draw,0.15,0.4,275,0.10077405960932945,0.3090909090909091
B1+P1,home,0.15,0.45,582,0.10055939120843863,0.7027491408934707
SP1,all,0.2,0.0,161,0.10038950942055785,0.4658385093167702
B1,home,0.2,0.35,123,0.09989228243417791,0.7154471544715447
B1+P1,home,0.15,0.0,633,0.09988924635057145,0.6635071090047393
B1+D1+E0+P1,draw,0.1,0.4,649,0.09971106205954791,0.3050847457627119
D1+E0,all,0.2,0.35,362,0.09966437100928131,0.4585635359116022
D1,home,0.15,0.35,169,0.09933119015813871,0.5266272189349113
B1+D1+E0+P1,draw,0.08,0.4,664,0.09931012652667744,0.3057228915662651
D1+E0+E1+N1,draw+away,0.25,0.0,171,0.09873753319556822,0.38596491228070173
D1+E0+E1+N1,draw+away,0.25,0.35,171,0.09873753319556822,0.38596491228070173
D1+E0,draw+away,0.25,0.35,100,0.09865927246093488,0.36
D1+E0,draw+away,0.25,0.0,100,0.09865927246093488,0.36
P1,all,0.1,0.45,1159,0.09851562933637217,0.6264020707506471
SP1,home,0.2,0.4,47,0.09824782203183952,0.6382978723404256
P1,home,0.1,0.4,740,0.09801121864865557,0.6581081081081082
B1,home,0.2,0.45,118,0.09796318936516447,0.7372881355932204
B1,home,0.2,0.4,118,0.09796318936516447,0.7372881355932204
B1,home,0.2,0.0,124,0.09708102298723374,0.7096774193548387
P1,home,0.1,0.35,766,0.09697792009141819,0.643603133159269
D1+E1,draw,0.15,0.45,229,0.09672380963846315,0.31004366812227074
D1+E0+E1+N1,draw,0.2,0.0,222,0.0962925874925675,0.30180180180180183
D1+E1,all,0.2,0.45,309,0.09618558962310624,0.4627831715210356
D1+E1,draw,0.1,0.45,238,0.09610774445738512,0.31092436974789917
D1+E1,draw,0.08,0.45,238,0.09610774445738512,0.31092436974789917
B1+P1,home,0.15,0.35,624,0.09603834264148785,0.6682692307692307
D1+E0+SP1,draw,0.2,0.0,154,0.09572946830600464,0.2987012987012987
B1+D1+E0+P1,home,0.15,0.0,1159,0.09535229733978123,0.5953408110440035
D1+E0+E1+N1,away,0.25,0.4,50,0.09526734058159196,0.56
B1+P1,away,0.15,0.45,284,0.09501965236236677,0.5669014084507042
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.2,0.0,888,0.0949193968864482,0.6069819819819819
B1+P1,home,0.15,0.4,599,0.09456066500496457,0.6861435726210351
P1,draw,0.1,0.4,194,0.09443229814539139,0.30927835051546393
D1+E0,all,0.2,0.4,346,0.09413992607722473,0.47398843930635837
SP1,away,0.15,0.45,161,0.0935025033869872,0.4720496894409938
D1+E0+E1+N1,draw,0.2,0.4,216,0.09308560098975364,0.3055555555555556
D1+E1,draw+away,0.2,0.4,204,0.09300573666572008,0.36764705882352944
D1+E0+E1,draw,0.1,0.4,549,0.09281058413003938,0.3114754098360656
B1+D1+E0+E1,all,0.2,0.35,737,0.09210362600682896,0.5033921302578019
B1+D1+E0+E1,all,0.2,0.4,712,0.09191320074892194,0.5168539325842697
D1+E0+E1+N1,draw,0.2,0.45,212,0.09182860514785855,0.30660377358490565
B1+D1+E0+P1,draw,0.15,0.35,411,0.09157906277366704,0.2944038929440389
P1,all,0.1,0.0,1616,0.09124945046577868,0.5204207920792079
P1,home,0.08,0.45,877,0.09104932322408771,0.6533637400228051
SP1,home,0.15,0.45,218,0.09103699276385877,0.6697247706422018
B1+D1+E0+E1,all,0.2,0.0,754,0.09096809446490363,0.4946949602122016
D1+E1,draw+away,0.2,0.45,200,0.09050257965627573,0.37
B1+P1,all,0.15,0.35,1113,0.08998570993041566,0.5696316262353999
P1,home,0.08,0.0,1001,0.08993738011376144,0.6053946053946054
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.2,0.35,852,0.08969024423164475,0.6267605633802817
D1+E0+E1,draw,0.08,0.4,555,0.08968085640532222,0.3099099099099099
P1,all,0.08,0.45,1422,0.08920619023613371,0.6174402250351617
D1+E0+SP1,away,0.2,0.45,137,0.0890555467849665,0.5328467153284672
D1,all,0.15,0.0,457,0.08889406253850127,0.38074398249452956
D1+E0+SP1,draw+away,0.2,0.35,297,0.08863688023376666,0.40404040404040403
B1+P1,all,0.15,0.4,1062,0.08854380199829816,0.5856873822975518
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.2,0.45,787,0.08848159429741398,0.6645489199491741
B1+D1+E0+E1,all,0.2,0.45,689,0.08830548004911844,0.5268505079825835
D1+E0,home,0.15,0.0,526,0.08797802671353347,0.5133079847908745
B1+P1,all,0.15,0.0,1149,0.0878942248408726,0.556135770234987
B1+P1,away,0.15,0.35,316,0.08737507914865666,0.5316455696202531
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.2,0.4,820,0.08710352981100418,0.6451219512195122
P1,all,0.1,0.4,1372,0.0866002047865459,0.5714285714285714
D1+E1,draw,0.15,0.35,288,0.08650086546836643,0.3020833333333333
D1+E0+E1,all,0.2,0.35,525,0.08627645986356727,0.46476190476190476
D1+E0+E1+N1,draw,0.2,0.35,218,0.08616773462666295,0.30275229357798167
D1+E0+SP1,draw,0.08,0.45,297,0.08607837360006479,0.30976430976430974
D1+E0+SP1,draw,0.1,0.45,297,0.08607837360006479,0.30976430976430974
P1,home,0.08,0.35,965,0.08593872657890525,0.6196891191709845
P1,draw+away,0.1,0.45,458,0.08572957636737881,0.5436681222707423
P1,all,0.1,0.35,1491,0.08566386595453017,0.5466130114017438
D1+E0+E1,all,0.2,0.0,541,0.08563104806077737,0.45471349353049906
B1+D1+E0+P1,home,0.15,0.35,1099,0.08554786140586403,0.6160145586897179
D1+E0+E1+N1,away,0.25,0.0,51,0.08554111304671332,0.5490196078431373
D1+E0+E1+N1,away,0.25,0.35,51,0.08554111304671332,0.5490196078431373
D1+E0+E1+N1,draw,0.1,0.4,603,0.08532809521653334,0.3101160862354892
P1,draw+away,0.08,0.45,545,0.0850863616904797,0.5596330275229358
N1,home,0.2,0.4,58,0.08476018809662211,0.5344827586206896
N1,home,0.2,0.45,58,0.08476018809662211,0.5344827586206896
B1+P1,home,0.1,0.45,1224,0.08450389477103135,0.6593137254901961
P1,home,0.08,0.4,928,0.08433171128352057,0.6314655172413793
E0+E1,away,0.25,0.4,34,0.08390571157908652,0.5882352941176471
E0+E1,away,0.25,0.45,34,0.08390571157908652,0.5882352941176471
E0+E1,away,0.25,0.0,34,0.08390571157908652,0.5882352941176471
E0+E1,away,0.25,0.35,34,0.08390571157908652,0.5882352941176471
D1+E0+SP1,away,0.2,0.4,143,0.08369118171282482,0.5174825174825175
B1+P1,home,0.1,0.0,1448,0.08336547705784388,0.5939226519337016
D1+E0+E1,all,0.2,0.4,508,0.08332978390755677,0.4763779527559055
SP1,home,0.15,0.4,231,0.08306899762191529,0.645021645021645
D1+E0+E1+N1,draw,0.08,0.4,609,0.0825878855124011,0.30870279146141216
D1+E1,home,0.15,0.0,375,0.08216809177820493,0.512
B1+P1,all,0.1,0.45,1969,0.08131097405641427,0.6038598273235145
B1+D1+E0+E1,draw,0.1,0.4,669,0.08024856561979965,0.30493273542600896
N1,home,0.15,0.0,235,0.07966754520248058,0.548936170212766
D1+E0+SP1,draw,0.15,0.0,380,0.07918494996528605,0.2789473684210526
P1,all,0.08,0.4,1675,0.0791719418828453,0.5671641791044776
SP1,away,0.15,0.4,171,0.07814208075987658,0.45614035087719296
D1+E0+E1+N1,home,0.15,0.0,942,0.07794086330843476,0.5276008492569002
B1+D1+E0+E1,draw,0.08,0.4,675,0.0777232740218603,0.3037037037037037
B1+D1+E0+E1,draw,0.15,0.45,357,0.07754344131765087,0.29971988795518206
B1+P1,home,0.1,0.4,1297,0.07743731427854546,0.6353122590593677
B1+D1+E0+E1,draw,0.08,0.45,366,0.07742545833973188,0.3005464480874317
B1+D1+E0+E1,draw,0.1,0.45,366,0.07742545833973188,0.3005464480874317
D1+E0+E1,home,0.15,0.0,707,0.07733426222113221,0.5205091937765205
B1+D1+E0+E1,home,0.15,0.0,995,0.07716625456890634,0.5507537688442211
B1+P1,draw+away,0.15,0.35,489,0.07698347242831274,0.4437627811860941
D1+E0+SP1,draw+away,0.2,0.0,303,0.076897611773706,0.39603960396039606
B1,home,0.15,0.0,288,0.07683808689745909,0.625
D1+E1,draw+away,0.2,0.0,209,0.07680152077210178,0.3588516746411483
D1+E1,draw+away,0.2,0.35,209,0.07680152077210178,0.3588516746411483
D1+E0+E1,draw,0.15,0.0,422,0.07667707835138343,0.28199052132701424
B1+P1,away,0.15,0.4,303,0.0765973272502133,0.5412541254125413
N1,home,0.2,0.0,59,0.07609596195315432,0.5254237288135594
N1,home,0.2,0.35,59,0.07609596195315432,0.5254237288135594
P1,away,0.1,0.0,537,0.07608112101601985,0.4860335195530726
B1+P1,away,0.15,0.0,330,0.0760042247398671,0.5121212121212121
B1+D1+E0+P1,home,0.15,0.4,1045,0.07582116649858216,0.6334928229665072
P1,all,0.08,0.35,1939,0.07567832675852983,0.5270758122743683
D1+E0,all,0.2,0.45,329,0.07538288814900922,0.48328267477203646
B1+P1,draw+away,0.15,0.4,463,0.07538173382575887,0.4557235421166307
B1+P1,home,0.1,0.35,1368,0.07520722612724176,0.6133040935672515
P1,away,0.08,0.45,483,0.07433230446398371,0.587991718426501
P1,away,0.1,0.35,474,0.07410636255160677,0.5253164556962026
B1+P1,draw+away,0.1,0.45,745,0.07366144417207737,0.512751677852349
P1,away,0.08,0.35,604,0.07363889280299331,0.5264900662251656
P1,away,0.1,0.45,396,0.07354395677192976,0.5757575757575758
B1+D1+E0+P1,draw+away,0.15,0.45,784,0.07304395269275075,0.4528061224489796
D1+E0+E1,all,0.2,0.45,489,0.07299738523612964,0.48466257668711654
B1+D1+E0+P1,all,0.15,0.0,2239,0.07295001129164959,0.49173738276016077
B1+D1+E0+P1,all,0.15,0.45,1791,0.07280747866325936,0.5628140703517588
B1+D1+E0+P1,home,0.15,0.45,1007,0.07268299192500144,0.6484607745779544
D1,all,0.15,0.35,403,0.07233649430598445,0.4094292803970223
D1+E0+SP1,home,0.15,0.0,820,0.0721138595320954,0.5182926829268293
B1+P1,draw,0.15,0.4,160,0.07204568325689441,0.29375
E0,home,0.15,0.0,332,0.07201438439848588,0.5301204819277109
B1,home,0.15,0.45,256,0.07196863568822301,0.67578125
D1+E0+SP1,draw,0.15,0.4,325,0.07179891641256217,0.2953846153846154
B1+P1,all,0.1,0.0,2981,0.07136754407424038,0.480040254948004
B1+D1+E0+E1,draw,0.15,0.0,520,0.07124748616611257,0.28076923076923077
B1+P1,draw+away,0.08,0.45,902,0.07112379686146186,0.5221729490022173
SP1,all,0.15,0.45,469,0.07084411693079708,0.5245202558635395
P1,draw+away,0.1,0.0,832,0.07073770973532362,0.41225961538461536
D1+E0+E1+N1,all,0.2,0.0,671,0.07055800728741111,0.4485842026825633
SP1,home,0.15,0.35,247,0.0702020970679984,0.611336032388664
B1+P1,all,0.08,0.45,2460,0.069767116992175,0.591869918699187
D1+E1,draw,0.1,0.35,554,0.06965379594863477,0.2924187725631769
D1+E0+E1,draw,0.15,0.4,370,0.06962705064136894,0.2972972972972973
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,all,0.2,0.0,1909,0.06957944424499232,0.500785751702462
B1,all,0.15,0.45,402,0.06955212231053946,0.5895522388059702
D1,draw,0.08,0.35,338,0.0692990839296938,0.27218934911242604
P1,draw+away,0.08,0.4,747,0.06924719882452361,0.48728246318607765
B1+P1,home,0.08,0.45,1558,0.06920217502087585,0.6322207958921694
B1,home,0.15,0.4,263,0.06885111188502581,0.6615969581749049
B1+P1,draw,0.08,0.4,326,0.06877575329917122,0.3006134969325153
D1+E0+SP1,home,0.15,0.35,722,0.0686899205381913,0.5692520775623269
D1+E0+SP1,away,0.2,0.35,147,0.06851655969711601,0.5034013605442177
B1+D1+E0+P1,all,0.15,0.35,2105,0.06825032646755022,0.5125890736342043
E1,all,0.2,0.45,160,0.06820320842528495,0.4875
D1+E0,home,0.15,0.35,475,0.06781413053594403,0.5473684210526316
D1,home,0.2,0.45,44,0.06767904701016585,0.5909090909090909
P1,all,0.08,0.0,2211,0.06752082837940694,0.48077792853912255
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,all,0.2,0.45,1751,0.06750229020584603,0.5322672758423758
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.2,0.45,400,0.0673906311917762,0.3
E0,draw,0.1,0.4,183,0.06722754072947998,0.30601092896174864
D1+E1,home,0.15,0.35,342,0.06718168418731182,0.5409356725146199
B1+D1+E0+E1,draw+away,0.2,0.45,371,0.06716857630641092,0.40161725067385445
E1,draw,0.08,0.0,504,0.0671190002663658,0.29365079365079366
D1+E0+SP1,draw,0.15,0.45,274,0.06708001756811367,0.2956204379562044
B1,home,0.15,0.35,280,0.0664724793060074,0.6321428571428571
B1+D1+E0+P1,all,0.15,0.4,1988,0.0663895170234516,0.5301810865191147
B1+D1+E0+P1,home,0.1,0.0,3034,0.06618457298905661,0.5369149637442321
SP1,home,0.2,0.35,56,0.06607588679661586,0.5535714285714286
D1+E0+E1+N1,all,0.2,0.35,654,0.06590365398021057,0.45565749235474007
D1+E0+SP1,draw,0.15,0.35,348,0.06584601134916875,0.29022988505747127
B1+P1,home,0.08,0.0,1910,0.0658364153543957,0.5607329842931937
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,all,0.2,0.4,1808,0.0657966202518238,0.5210176991150443
N1,home,0.15,0.4,208,0.06565357692826154,0.5961538461538461
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,all,0.2,0.35,1860,0.0655972754682816,0.5102150537634409
B1+P1,all,0.1,0.4,2311,0.06536233125606176,0.5517092167892688
D1,draw,0.1,0.0,366,0.06533513870386755,0.24316939890710382
P1,draw+away,0.1,0.35,725,0.06521666265049055,0.44413793103448274
SP1,away,0.1,0.45,370,0.06478236214941098,0.47297297297297297
P1,draw+away,0.1,0.4,632,0.0646735532721424,0.4699367088607595
D1,draw+away,0.08,0.45,371,0.06426920215575457,0.42587601078167114
D1+E0+E1+N1,all,0.2,0.4,636,0.06401400683690879,0.46540880503144655
E0+E1,home,0.15,0.0,513,0.06359591921425131,0.5341130604288499
D1+E0,draw,0.1,0.35,512,0.0635766514860161,0.28125
B1+P1,draw,0.1,0.4,314,0.06286231723365271,0.2961783439490446
B1+P1,draw+away,0.15,0.0,516,0.06273798087108468,0.42441860465116277
B1,draw+away,0.15,0.45,146,0.06269344378047007,0.4383561643835616
B1+P1,home,0.08,0.35,1771,0.06269280268050496,0.5883681535855448
D1+E0+E1+N1,draw,0.15,0.4,421,0.06262406193638162,0.29691211401425177
B1+P1,home,0.08,0.4,1666,0.062424278048062436,0.6080432172869148
D1+E0+E1,draw,0.15,0.35,386,0.0623793748005917,0.2927461139896373
D1+E0+E1,draw,0.08,0.45,313,0.062302249685933064,0.2971246006389776
D1+E0+E1,draw,0.1,0.45,313,0.062302249685933064,0.2971246006389776
B1+D1+E0+E1,draw,0.15,0.4,461,0.062271104364554894,0.2928416485900217
B1+P1,all,0.1,0.35,2667,0.06222489708235522,0.5114360704911886
D1+E0+E1,draw,0.15,0.45,304,0.0621671220537697,0.29605263157894735
B1+D1+E0+E1,home,0.15,0.35,928,0.062069561132718665,0.5743534482758621
N1,home,0.15,0.45,206,0.06198272485275107,0.5970873786407767
D1+E0+SP1,away,0.2,0.0,149,0.06157816997493776,0.4966442953020134
B1+D1+E0+P1,away,0.2,0.45,177,0.06151068945783975,0.559322033898305
B1+D1+E0+P1,away,0.2,0.4,182,0.06121108917403047,0.5494505494505495
E1,all,0.2,0.4,162,0.06117011817642929,0.48148148148148145
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.15,0.0,2667,0.06111398102754414,0.5669291338582677
SP1,away,0.15,0.35,180,0.06110178644270192,0.4388888888888889
D1,draw+away,0.15,0.0,263,0.061018117245356246,0.3041825095057034
P1,away,0.08,0.4,541,0.06082206429171412,0.5526802218114603
D1,draw+away,0.08,0.4,490,0.060267174457965124,0.3979591836734694
D1,all,0.15,0.4,359,0.060225838177102184,0.43454038997214484
SP1,all,0.15,0.4,505,0.060074255859857276,0.502970297029703
N1,all,0.25,0.45,40,0.05990241699433146,0.375
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.2,0.0,432,0.05987637607400767,0.28703703703703703
D1+E0+E1,home,0.15,0.35,648,0.059752883239170766,0.5493827160493827
D1+E1,draw,0.08,0.35,717,0.0594347584507366,0.2900976290097629
B1+D1+E0+E1,draw,0.15,0.35,484,0.0593924777148108,0.2892561983471074
D1+E0+E1+N1,home,0.15,0.35,860,0.05907199762869574,0.5581395348837209
SP1,away,0.1,0.4,406,0.058544829251020475,0.458128078817734
B1+D1+E0+P1,home,0.1,0.35,2740,0.05852315864915429,0.572992700729927
T1,draw,0.08,0.0,538,0.05843805537120397,0.2936802973977695
E1,all,0.2,0.35,163,0.05826983305999704,0.4785276073619632
E0,home,0.15,0.4,294,0.05823844392323214,0.5748299319727891
P1,draw+away,0.08,0.35,974,0.05817764923055863,0.4353182751540041
D1+E0+SP1,home,0.15,0.4,677,0.05810888687589555,0.5908419497784343
E0,draw,0.08,0.4,186,0.057191712601757996,0.3010752688172043
N1,home,0.15,0.35,212,0.057131506560581476,0.5849056603773585
B1+P1,away,0.1,0.45,630,0.057123418566851526,0.546031746031746
B1+P1,all,0.08,0.4,2882,0.05674037824945784,0.5451075641915336
E1,home,0.15,0.45,162,0.056589968995391274,0.5864197530864198
P1,away,0.1,0.4,438,0.05658801755525777,0.541095890410959
B1+D1+E0+E1,draw+away,0.2,0.4,382,0.056444534472806084,0.39267015706806285
B1+P1,away,0.08,0.45,787,0.056366083345228433,0.5501905972045743
D1+E0+E1+N1,draw,0.15,0.0,498,0.055996869887043596,0.27309236947791166
B1+D1+E0+P1,home,0.08,0.0,4217,0.05537451698988544,0.5152952335783733
B1+D1+E0+P1,home,0.1,0.45,2403,0.05536281701137859,0.616729088639201
P1,draw,0.1,0.0,295,0.055163733269986456,0.27796610169491526
B1,home,0.1,0.0,664,0.054908816352097975,0.5451807228915663
B1,home,0.1,0.45,523,0.05488799658774321,0.6309751434034416
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.2,0.4,411,0.054858042968353574,0.2944038929440389
D1+E0+SP1,draw,0.1,0.4,544,0.05458586404331402,0.2959558823529412
D1,home,0.1,0.0,586,0.05443665883652385,0.46075085324232085
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.15,0.35,2489,0.05440578029148091,0.5958216151064685
B1+D1+E0+P1,home,0.1,0.4,2576,0.054352526110328266,0.593555900621118
T1,home,0.2,0.35,128,0.054313407168960146,0.625
B1+P1,away,0.1,0.0,925,0.05423370059924641,0.44
B1,all,0.1,0.45,810,0.05409074133078981,0.571604938271605
P1,draw,0.15,0.35,75,0.05337686082044291,0.29333333333333333
D1+E0+E1+N1,all,0.2,0.45,615,0.05329669334632749,0.4715447154471545
D1+E0,all,0.15,0.0,1090,0.05305042183669633,0.42385321100917434
D1,draw+away,0.1,0.45,298,0.052850818060254566,0.3959731543624161
E0+E1,home,0.15,0.4,461,0.05264384704278582,0.5726681127982647
E1,all,0.2,0.0,165,0.05249848022983957,0.4727272727272727
D1+E0+E1,draw,0.1,0.35,803,0.052457958846847834,0.2876712328767123
D1+E0+SP1,draw,0.08,0.4,564,0.05230330430160498,0.29609929078014185
B1+D1+E0+E1,home,0.15,0.4,876,0.05224446074169218,0.593607305936073
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.15,0.4,2384,0.05213040444779224,0.6124161073825504
B1,draw+away,0.1,0.45,287,0.05195356013678179,0.4634146341463415
D1+E0,draw+away,0.2,0.4,199,0.05194799463087609,0.38190954773869346
T1,draw,0.08,0.35,444,0.05183096181313226,0.30405405405405406
E0,home,0.15,0.35,306,0.051624044439182025,0.5588235294117647
D1+E0,draw+away,0.2,0.45,194,0.051594193330140925,0.3865979381443299
E0+E1,all,0.2,0.45,340,0.05153055751980305,0.5058823529411764
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,home,0.15,0.45,2290,0.05149034578358429,0.6270742358078603
D1+E0+E1+N1,draw,0.15,0.35,440,0.05117578503813445,0.2909090909090909
B1+P1,all,0.08,0.35,3522,0.05116818969903588,0.49318568994889267
B1+P1,draw+away,0.1,0.0,1533,0.0511220298947165,0.3724722765818656
SP1,away,0.08,0.45,482,0.051031892295081656,0.4730290456431535
B1+D1+E0+P1,all,0.1,0.45,3881,0.05102029939817924,0.5645452203040453
E0+E1,all,0.2,0.4,352,0.0508524562940506,0.4914772727272727
B1+D1+E0+E1+F1+I1+N1+P1+SP1+T1,draw,0.2,0.35,421,0.05085210006788824,0.28978622327790976
SP1,draw+away,0.1,0.45,483,0.05074911006619023,0.43478260869565216
E0+E1,home,0.15,0.45,447,0.050425178153791286,0.5861297539149888
B1+D1+E0+P1,draw+away,0.15,0.4,943,0.05008418510384525,0.41569459172852596
B1+D1+E0+P1,home,0.08,0.35,3720,0.04978798134064542,0.5577956989247311
B1+P1,draw,0.15,0.35,173,0.04955941101205682,0.2832369942196532
SP1,home,0.1,0.0,963,0.04944147420155356,0.5316718587746625
B1,all,0.15,0.0,504,0.049419455529733924,0.5079365079365079
D1+E0+E1+N1,home,0.15,0.4,821,0.049316684003821436,0.5724725943970768
SP1,all,0.15,0.35,537,0.04924066473757405,0.4823091247672253
E1,draw,0.08,0.35,379,0.0492231736900189,0.30606860158311344
D1,home,0.08,0.0,905,0.049134864140547733,0.45414364640883975
