leagues,outcomes,edge_min,sel_bets,sel_roi,hld_bets,hld_roi
P1,home,0.25,30,0.2505881339053389,8,0.28832909243500043
P1,draw,0.08,341,0.08568313706107578,176,0.02232238866490685
P1,draw,0.1,257,0.09855452749882236,122,0.07513332797490918
P1,draw,0.12,178,0.12780363422695895,69,0.1359420430505411
P1,draw,0.15,85,0.14886640072023694,37,0.2699114823583515
P1,draw,0.18,58,0.14067115847289352,21,0.2723176748781552
P1,draw,0.2,48,0.21088899500491787,15,0.49443303980488557
P1,away,0.08,417,-0.018296702572692055,360,0.11166347705684412
P1,away,0.1,300,-0.01578045407222853,248,0.1383628526882736
P1,away,0.12,220,0.008142929203242326,181,0.19428395005712745
P1,away,0.15,131,0.0664232990562092,105,0.18959682199664935
P1,away,0.18,67,0.06510186671002859,47,0.15693699690523266
P1,away,0.2,49,0.06916623898067747,32,0.07591162413317952
P1,home+draw,0.08,1008,0.07657544018075578,605,0.0740058747259401
P1,home+draw,0.1,758,0.07689706231544921,452,0.09647946632920075
P1,home+draw,0.12,551,0.0697882473758435,313,0.11275571097281538
P1,home+draw,0.15,334,0.0800579509506027,184,0.1189812171258584
P1,home+draw,0.18,196,0.101243256630741,96,0.1964711302163931
P1,home+draw,0.2,143,0.07912940226402274,69,0.2692711200531593
P1,home+draw,0.25,45,0.2601400566913722,14,0.4388886237920753
P1,draw+away,0.08,758,0.02088356669397756,536,0.09121168162755265
P1,draw+away,0.1,557,0.027405511989815595,370,0.12440966054038013
P1,draw+away,0.12,398,0.05162477328061402,250,0.1834743746832575
P1,draw+away,0.15,216,0.09409521156833164,142,0.20352884936039553
P1,draw+away,0.18,125,0.09443387106769449,68,0.1810524356883562
P1,draw+away,0.2,97,0.12795140755869175,47,0.16888220593790768
P1,draw+away,0.25,30,0.2607409032638209,11,0.3840874502268037
SC0,all,0.08,1278,-0.0003139277587958303,572,0.025463398631197467
SC0,all,0.1,922,-0.0003108348225008141,413,0.040110512304083495
SC0,all,0.12,679,-0.002712240147110837,300,0.06135910726837214
SC0,all,0.15,361,0.014581541540403899,163,0.0944843484024772
SC0,all,0.18,183,0.003679810728487908,98,0.14571010582737642
SC0,all,0.2,121,0.017440736224921895,61,0.13717428715737237
SC0,all,0.25,54,0.109730035195768,19,-0.40337756789674534
SC0,home,0.08,520,-0.04995817018781753,256,0.042800723487019715
SC0,home,0.1,392,-0.04826295578711066,196,0.028484243389116416
SC0,home,0.12,288,-0.06973471731204264,151,0.01330809422270345
SC0,home,0.15,161,-0.04333600545851708,97,0.06682438582840018
SC0,home,0.18,88,-0.04581092813530573,54,0.1414732749764729
SC0,home,0.2,59,0.04048636074028571,35,0.15844268869120937
SC0,draw,0.08,276,-0.059967922781017875,190,0.011635575842910641
SC0,draw,0.1,178,-0.03605081864441874,122,0.12875841713374833
SC0,draw,0.12,137,0.010629228181049393,85,0.21774296641495278
SC0,draw,0.15,67,-0.08619917996471031,38,0.19260491668616794
SC0,draw,0.18,38,-0.1682227793234458,24,0.35054943199455296
SC0,draw,0.2,31,-0.31765121253582357,13,0.013253465518708641
SC0,draw,0.25,22,-0.37356831279429603,6,-0.35482241232193407
SC0,away,0.08,482,0.09906844970093792,126,-0.0030632225922689023
SC0,away,0.1,352,0.08755130152787177,95,0.007889226305843575
SC0,away,0.12,254,0.09377202275514611,64,0.07232574626458128
SC0,away,0.15,133,0.15514528933160612,28,0.1121182170935666
SC0,away,0.18,57,0.20132931390861813,20,0.049021003552366486
SC0,away,0.2,31,0.23087659269486316,13,0.15797351409850002
SC0,home+draw,0.08,796,-0.05237959350168805,446,0.035004868133444646
SC0,home+draw,0.1,570,-0.04554903529968789,318,0.05130015385564777
SC0,home+draw,0.12,425,-0.05150135554322529,236,0.057667129883537706
SC0,home+draw,0.15,228,-0.052261140741790064,135,0.08926064895484874
SC0,home+draw,0.18,126,-0.07271919233540927,78,0.18543320678317593
SC0,home+draw,0.2,90,-0.04904431737936254,48,0.12833074576966716
SC0,home+draw,0.25,41,-0.05955466141902246,15,-0.6241483022933464
SC0,draw+away,0.08,758,0.04883081456648579,316,0.003226056163648709
SC0,draw+away,0.1,530,0.05028640236774448,217,0.0557345991264187
SC0,draw+away,0.12,391,0.06802123788228734,149,0.12931805623871317
SC0,draw+away,0.15,200,0.08164886374704176,66,0.14236831462249006
SC0,draw+away,0.18,95,0.06735833616858643,44,0.1510974031719444
SC0,draw+away,0.2,62,-0.013342536967100454,26,0.11052584240640889
SC0,draw+away,0.25,35,0.05736500465341447,10,-0.11778911371550757
SP1,all,0.08,2032,0.0308347013547492,1023,-0.011530649575693561
SP1,all,0.1,1365,0.024013045016142046,667,-0.006916875824501067
SP1,all,0.12,919,0.0600792663665208,425,-0.011593053852123256
SP1,all,0.15,508,0.0513686700458192,222,-0.009503679244671647
SP1,all,0.18,290,0.03039613454627093,114,0.009235374690601168
SP1,all,0.2,190,0.0061376146817206205,77,-0.061821893125316156
SP1,all,0.25,84,-0.05139728743986264,25,-0.12070173891797513
SP1,home,0.08,1039,0.05537835514260816,444,0.003824769521275906
SP1,home,0.1,702,0.05723615599165685,296,-0.00654365245485177
SP1,home,0.12,481,0.0764195610917604,194,0.005111663798384949
SP1,home,0.15,272,0.10500768236052124,101,-0.005175881677886637
SP1,home,0.18,145,0.04653645906179166,46,0.06964444471320268
SP1,home,0.2,95,-0.06270119485374671,29,0.010545937590001778
SP1,home,0.25,33,-0.5344439956669973,7,0.15906366406666267
SP1,draw,0.08,282,-0.06846036514256724,326,-0.014600633345631246
SP1,draw,0.1,183,-0.07905236510165582,190,0.0774764595934967
SP1,draw,0.12,124,-0.09491787477991549,115,0.0661498660340385
SP1,draw,0.15,57,-0.17527168206201788,55,0.0036387189325964675
SP1,draw,0.18,39,-0.21799990850574794,38,0.038441173721197444
SP1,draw,0.2,22,-0.029649152619056644,28,-0.03262349187935963
SP1,away,0.08,711,0.0065846536356448234,253,-0.04540515905773629
SP1,away,0.1,480,-0.015058621176770147,181,-0.0684043084525754
SP1,away,0.12,314,0.07439515454105827,116,-0.10294987429189235
SP1,away,0.15,179,0.01046666544868459,66,-0.027026747571694102
SP1,away,0.18,106,0.07751512769512722,30,-0.1501803705642413
SP1,away,0.2,73,0.10609016027628462,20,-0.23888952753640838
SP1,away,0.25,38,0.2426381321018829,6,-0.1645374404829541
SP1,home+draw,0.08,1321,0.04001826944607067,770,-0.0010599488223266766
SP1,home+draw,0.1,885,0.03994819701205685,486,0.013339126069901404
SP1,home+draw,0.12,605,0.054097402832257634,309,0.018468502010056217
SP1,home+draw,0.15,329,0.07050141134098478,156,-0.003383724535726823
SP1,home+draw,0.18,184,0.003927318045380378,84,0.06141025645999453
SP1,home+draw,0.2,117,-0.05746301929122217,57,-0.002347225699496214
SP1,home+draw,0.25,46,-0.36042476537184603,19,-0.10665588687700879
SP1,draw+away,0.08,993,-0.011930145449091477,579,-0.031182986176037552
SP1,draw+away,0.1,663,-0.03024023463250351,371,-0.007420169542789998
SP1,draw+away,0.12,438,0.034152099734124204,231,-0.03541062345585666
SP1,draw+away,0.15,236,-0.02823290757381678,121,-0.01574342163944363
SP1,draw+away,0.18,145,0.011663009339069514,68,-0.06598375907559009
SP1,draw+away,0.2,95,0.07902351189525521,48,-0.14180625375112724
SP1,draw+away,0.25,51,0.2010108298904155,18,-0.34280233804590415
T1,all,0.08,1542,-0.00031582057153254885,999,0.01522412552743874
T1,all,0.1,1072,-0.006717202938150059,705,0.0224252278732124
T1,all,0.12,731,-0.01855011549378512,453,0.03326382706395002
T1,all,0.15,427,-0.002637396386496024,249,0.011585175232813726
T1,all,0.18,243,-0.006791313970994577,132,-0.022345660531542542
T1,all,0.2,170,-0.050602819964395966,92,-0.05583471954326929
T1,all,0.25,87,-0.027825793804152253,41,-0.08078887550053623
T1,home,0.08,811,0.032814291057122164,464,0.022966800576205572
T1,home,0.1,567,0.036693888741677505,326,0.03370817819459146
T1,home,0.12,395,0.01586683839739991,220,0.06574502376812548
T1,home,0.15,229,0.029317447398629418,127,0.09415513804548659
T1,home,0.18,131,0.011258729944848356,63,0.07824378006911718
T1,home,0.2,85,-0.02958011404761979,40,0.13462265484349398
T1,home,0.25,39,0.07981513311834855,15,0.3194307006520226
T1,draw,0.08,283,-0.0038920266063561058,279,0.06973554286126366
T1,draw,0.1,182,-0.012365723559106152,182,0.06416391327311166
T1,draw,0.12,124,-0.012955692799422715,95,0.07581772888636837
T1,draw,0.15,61,-0.05176209545184408,31,-0.34772662680906186
T1,draw,0.18,35,0.05292372728839363,15,-0.4852197860294322
T1,draw,0.2,26,0.10253215930781298,13,-0.7313314338562674
T1,draw,0.25,20,0.19752218626659307,12,-0.7200195161737526
T1,away,0.08,448,-0.07339388899952508,256,-0.03675038497117395
T1,away,0.1,323,-0.09982477514854533,197,-0.023603009779102572
T1,away,0.12,212,-0.09954492456660177,138,-0.048156692046660135
T1,away,0.15,137,-0.051477856299490324,91,-0.03525429968760988
T1,away,0.18,77,-0.07205261934467239,54,-0.06245566891380937
T1,away,0.2,59,-0.16050493427623744,39,-0.12696725918365356
T1,away,0.25,28,-0.4085568875278212,14,-0.2506035723455263
T1,home+draw,0.08,1094,0.026064853092773482,743,0.03387306486062877
T1,home+draw,0.1,749,0.028099985580930978,508,0.04027393118663767
T1,home+draw,0.12,519,0.010961114083004141,315,0.06756652281993203
T1,home+draw,0.15,290,0.016689156347955852,158,0.034948846323753
T1,home+draw,0.18,166,0.01800519941171027,78,-0.00034813044897289525
T1,home+draw,0.2,111,-0.006618356252834474,53,-0.014356526845170978
T1,home+draw,0.25,59,0.10754182921202916,27,-0.000664014349602511
T1,draw+away,0.08,731,-0.04993915467315227,535,0.005195294302062387
T1,draw+away,0.1,505,-0.07192472188503632,379,0.007756502302178062
T1,draw+away,0.12,336,-0.07197502460094007,233,-0.010924475026223677
T1,draw+away,0.15,198,-0.05155813556661104,122,-0.10141710559976502
T1,draw+away,0.18,112,-0.034707778548931326,69,-0.14817494949078547
T1,draw+away,0.2,85,-0.08086111008830324,52,-0.26465495187573634
T1,draw+away,0.25,48,-0.16703220747591463,26,-0.43598182067554475
E1+G1+P1,all,0.08,4341,0.016943656043903094,2504,0.0650552653075805
E1+G1+P1,all,0.1,2951,0.011298635263479925,1710,0.07190621031494335
E1+G1+P1,all,0.12,1995,0.013486421068906145,1172,0.10313341256972326
E1+G1+P1,all,0.15,1109,0.035251510082158724,683,0.10677170468983202
E1+G1+P1,all,0.18,598,0.011957803985395393,366,0.13003370371783532
E1+G1+P1,all,0.2,417,-0.021202826311152747,240,0.15703000813403592
E1+G1+P1,all,0.25,133,-0.020383570671715007,60,0.1498550520527775
E1+G1+P1,home,0.08,2181,0.06040605221952192,997,0.08921844771705117
E1+G1+P1,home,0.1,1525,0.06432733238075238,704,0.08922451678912623
E1+G1+P1,home,0.12,1047,0.06985845099417094,525,0.10744120107134723
E1+G1+P1,home,0.15,601,0.10405895927161248,332,0.12537723138092835
E1+G1+P1,home,0.18,301,0.11928074825914879,195,0.17581671100986643
E1+G1+P1,home,0.2,197,0.07479737933441542,130,0.2191681729948772
E1+G1+P1,home,0.25,52,0.1497157736236242,35,0.2697836345757129
E1+G1+P1,draw,0.08,912,-0.018650460792147494,569,-0.0011089517064109386
E1+G1+P1,draw,0.1,627,-0.03657063101493264,399,0.01016212033059858
E1+G1+P1,draw,0.12,424,-0.05909284020935047,245,0.060233509999484035
E1+G1+P1,draw,0.15,204,-0.04933766751351662,137,-0.06542896824182276
E1+G1+P1,draw,0.18,130,-0.09843843463906901,73,-0.10065480387690401
E1+G1+P1,draw,0.2,93,-0.11590104013973125,51,-0.1089357327146507
E1+G1+P1,draw,0.25,31,-0.16621830357310038,17,-0.1767193336728877
E1+G1+P1,away,0.08,1248,-0.06405999314859885,938,0.049710481982518394
E1+G1+P1,away,0.1,799,-0.08886934700897108,607,0.06483909098390225
E1+G1+P1,away,0.12,524,-0.08237591789992454,402,0.11112104523087599
E1+G1+P1,away,0.15,304,-0.08922675346404756,214,0.13108735950280323
E1+G1+P1,away,0.18,167,-0.15418301545161237,98,0.10378010385024361
E1+G1+P1,away,0.2,127,-0.13509703586786712,59,0.11026208873411104
E1+G1+P1,away,0.25,50,-0.11757048481176646,8,-0.041068406176793665
E1+G1+P1,home+draw,0.08,3093,0.04447470257722017,1566,0.07183845767674939
E1+G1+P1,home+draw,0.1,2152,0.044484621590555946,1103,0.07481952101510617
E1+G1+P1,home+draw,0.12,1471,0.04525593456914546,770,0.10004441865721322
E1+G1+P1,home+draw,0.15,805,0.07792631643034896,469,0.09838420640165531
E1+G1+P1,home+draw,0.18,431,0.07463359991839401,268,0.13772615512843883
E1+G1+P1,home+draw,0.2,290,0.030536681392366417,181,0.16985601081500235
E1+G1+P1,home+draw,0.25,83,0.049690565428185826,52,0.18106411034767586
E1+G1+P1,draw+away,0.08,2160,-0.04715754587200875,1507,0.034298677477892045
E1+G1+P1,draw+away,0.1,1426,-0.06938863118666563,1006,0.048080204265624434
E1+G1+P1,draw+away,0.12,948,-0.07386924079269923,647,0.09644816270837663
E1+G1+P1,draw+away,0.15,508,-0.07598504626489365,351,0.07393229919174804
E1+G1+P1,draw+away,0.18,297,-0.1345519671495237,171,0.03839678369083669
E1+G1+P1,draw+away,0.2,220,-0.12860590300190222,110,0.03266275604022045
E1+G1+P1,draw+away,0.25,81,-0.13241395877425702,25,-0.11549263356531657
G1+P1,all,0.08,2582,0.027128362051152936,1697,0.07969071816408554
G1+P1,all,0.1,1949,0.02813492633797856,1250,0.08942769322337271
G1+P1,all,0.12,1449,0.025897327498098265,894,0.11509177781335009
G1+P1,all,0.15,852,0.060407984991335914,523,0.11899846143132528
G1+P1,all,0.18,464,0.0396924067243557,264,0.15451488121164156
G1+P1,all,0.2,325,0.024912068259121758,166,0.19129447696913607
G1+P1,all,0.25,98,0.010127136139834072,29,0.11618852438382798
G1+P1,home,0.08,1355,0.07978977911384653,681,0.08104634379026233
G1+P1,home,0.1,1039,0.08709839261850374,519,0.08099235638702071
G1+P1,home,0.12,786,0.08490144002154922,396,0.09904375788007473
G1+P1,home,0.15,491,0.12556884830927348,252,0.10244774774932583
G1+P1,home,0.18,255,0.1337862839840851,136,0.16189034237412073
G1+P1,home,0.2,168,0.10186403440971108,85,0.21763872498626824
G1+P1,home,0.25,43,0.20732603238659064,9,0.29674055289362644
G1+P1,draw,0.08,576,-0.04903186810408806,376,-0.007745757334047729
G1+P1,draw,0.1,438,-0.062408263012477504,275,0.0003569173074584052
G1+P1,draw,0.12,309,-0.07119745255565327,173,0.0493282184388521
G1+P1,draw,0.15,141,-0.04383291643218026,94,0.01130841261943792
G1+P1,draw,0.18,86,-0.08586511131893416,49,0.04315930594044954
G1+P1,draw,0.2,65,0.010407187831129792,35,0.06592503864977922
G1+P1,draw,0.25,22,-0.1519285797561854,15,-0.08278372330067488
G1+P1,away,0.08,651,-0.07202976222982478,640,0.1112568837321115
G1+P1,away,0.1,472,-0.08108656515428793,456,0.14023496024402513
G1+P1,away,0.12,354,-0.08216844585429307,325,0.17092603195342962
G1+P1,away,0.15,220,-0.07523178205181241,177,0.19487832308182312
G1+P1,away,0.18,123,-0.13333623507275624,79,0.17992321374247178
G1+P1,away,0.2,92,-0.12181402453450552,46,0.18408191487701223
G1+P1,away,0.25,33,-0.14221658588529457,5,0.11653670034549049
G1+P1,home+draw,0.08,1931,0.056114392410041576,1057,0.06550935905982035
G1+P1,home+draw,0.1,1477,0.06000589817459242,794,0.06759147703723031
G1+P1,home+draw,0.12,1095,0.058184907559029164,569,0.09189514578550889
G1+P1,home+draw,0.15,632,0.10176532154027165,346,0.09067504552838157
G1+P1,home+draw,0.18,341,0.09793168534899506,185,0.14615274115508295
G1+P1,home+draw,0.2,233,0.08404082094885641,120,0.19358779805086904
G1+P1,home+draw,0.25,65,0.10628109960112313,24,0.11608746948296512
G1+P1,draw+away,0.08,1227,-0.06315221289068089,1016,0.07789907329480374
G1+P1,draw+away,0.1,910,-0.07393086815784268,731,0.10122927170240181
G1+P1,draw+away,0.12,663,-0.07817273100767742,498,0.13966143491483018
G1+P1,draw+away,0.15,361,-0.06532650258744924,271,0.14768415527118597
G1+P1,draw+away,0.18,209,-0.11783289103737106,128,0.14065646355246375
G1+P1,draw+away,0.2,157,-0.07871521277284879,81,0.14477111710834853
G1+P1,draw+away,0.25,55,-0.14521038257948846,20,-0.0072839271243799976
E1+P1,all,0.08,3184,0.02642913531948841,1772,0.062152298300190784
E1+P1,all,0.1,2060,0.01845423618840599,1160,0.07652069515293564
E1+P1,all,0.12,1317,0.02561367757276958,772,0.11276324586964286
E1+P1,all,0.15,722,0.03305209739415568,449,0.11519250147755267
E1+P1,all,0.18,397,0.035353049387856085,245,0.13654399542478715
E1+P1,all,0.2,284,-0.008120818030914077,175,0.1580076655325513
E1+P1,all,0.25,95,0.12233783561709063,50,0.2291233132445219
E1+P1,home,0.08,1493,0.04635294796391676,745,0.0937486851770531
E1+P1,home,0.1,987,0.040531010750252366,515,0.10587940288173588
E1+P1,home,0.12,634,0.03970268433887132,373,0.11927411875550992
E1+P1,home,0.15,359,0.04515588314626544,227,0.13874112015330012
E1+P1,home,0.18,184,0.0768316159800542,134,0.19790019345784882
E1+P1,home,0.2,124,0.010598775806720624,99,0.23238304992367642
E1+P1,home,0.25,39,0.16655629128730368,34,0.2669612329899725
E1+P1,draw,0.08,677,0.06410108993330846,369,0.017767775597591504
E1+P1,draw,0.1,446,0.06776580198845102,246,0.05463477450495768
E1+P1,draw,0.12,293,0.06619458386912941,141,0.11182430680233861
E1+P1,draw,0.15,148,0.060003861883975704,80,0.002096876683394685
E1+P1,draw,0.18,102,0.028343037459433826,45,-0.0860580146194377
E1+P1,draw,0.2,76,-0.021741155204211108,31,-0.015061499389599291
E1+P1,draw,0.25,24,0.09458975192887417,8,0.3943871409067758
E1+P1,away,0.08,1014,-0.034684372359660924,658,0.021778374794726805
E1+P1,away,0.1,627,-0.05567956934225877,399,0.025801472499672753
E1+P1,away,0.12,390,-0.027520981148064574,258,0.09895850715198076
E1+P1,away,0.15,215,-0.008223112583833734,142,0.10006765386881078
E1+P1,away,0.18,111,-0.04599606491762029,66,0.055366250453172686
E1+P1,away,0.2,84,-0.03201422984211789,45,0.011319234495223384
E1+P1,away,0.25,32,0.08371707863959349,8,-0.041068406176793665
E1+P1,home+draw,0.08,2170,0.05030127571849834,1114,0.08027008339313471
E1+P1,home+draw,0.1,1433,0.046453007321624766,761,0.09748572241864036
E1+P1,home+draw,0.12,927,0.04537450068548362,514,0.11825282423295772
E1+P1,home+draw,0.15,507,0.048086509218537764,307,0.12107334619352335
E1+P1,home+draw,0.18,286,0.06502509172884548,179,0.1622451547650584
E1+P1,home+draw,0.2,200,0.001775610017151207,130,0.2021310437331865
E1+P1,home+draw,0.25,63,0.14403275728869713,42,0.28029694789980686
E1+P1,draw+away,0.08,1691,0.0011610219228726753,1027,0.020642121347702536
E1+P1,draw+away,0.1,1073,-0.010575731760059529,645,0.033984406344120095
E1+P1,draw+away,0.12,683,0.006718355686943438,399,0.10225682519408502
E1+P1,draw+away,0.15,363,0.0157543923748523,222,0.0756187939086127
E1+P1,draw+away,0.18,213,-0.0162366240885585,111,0.015205372135284811
E1+P1,draw+away,0.2,160,-0.027934619489670777,76,0.003695512508996264
E1+P1,draw+away,0.25,56,0.0876073129416679,16,0.1139124405905585
E1+G1,all,0.08,2916,-0.004990646163991522,1539,0.048918254235117885
E1+G1,all,0.1,1893,-0.017623529787177013,1010,0.04151226037660958
E1+G1,all,0.12,1224,-0.017105996937316133,678,0.07435779768793131
E1+G1,all,0.15,644,0.00022045554500356118,394,0.0801262183246729
E1+G1,all,0.18,335,-0.05898815949285251,223,0.09194491567783249
E1+G1,all,0.2,225,-0.10725361189540959,139,0.11340037853834431
E1+G1,all,0.25,73,-0.2409723051742382,41,0.07017389914466633
E1+G1,home,0.08,1514,0.05192757117054171,568,0.09506270843295618
E1+G1,home,0.1,1024,0.05950889370489386,374,0.08014212193127833
E1+G1,home,0.12,674,0.08000183465557194,281,0.10523293605730284
E1+G1,home,0.15,352,0.13774030275172466,185,0.14175458184230838
E1+G1,home,0.18,163,0.14735184191765316,120,0.16838307446598022
E1+G1,home,0.2,102,0.11174098881636815,76,0.2043067805087048
E1+G1,home,0.25,22,-0.0026246046784081153,27,0.2648720628360286
E1+G1,draw,0.08,571,-0.08437146444710808,393,-0.01152606444423595
E1+G1,draw,0.1,370,-0.13142821700401716,277,-0.018039869861003706
E1+G1,draw,0.12,246,-0.194897731093182,176,0.030262845239879578
E1+G1,draw,0.15,119,-0.19559882654968114,100,-0.19354531553184268
E1+G1,draw,0.18,72,-0.2935718356949258,52,-0.2539825039492779
E1+G1,draw,0.2,45,-0.44481988259344163,36,-0.3650525950459102
E1+G1,away,0.08,831,-0.09198733187419726,578,-0.0012281337349786025
E1+G1,away,0.1,499,-0.1382818602820511,359,-0.0010044662370567643
E1+G1,away,0.12,304,-0.14913228811384738,221,0.026188386511948967
E1+G1,away,0.15,173,-0.20084427485600553,109,0.06234926118028605
E1+G1,away,0.18,100,-0.2914908863121474,51,0.04655499798608268
E1+G1,away,0.2,78,-0.25078811054508215,27,0.15613914765611892
E1+G1,away,0.25,35,-0.26359824719115055,3,-0.3543154521624394
E1+G1,home+draw,0.08,2085,0.024689259457876346,961,0.07021201559530699
E1+G1,home+draw,0.1,1394,0.022444607522101544,651,0.05795701858236724
E1+G1,home+draw,0.12,920,0.026909483655130764,457,0.09049639560049996
E1+G1,home+draw,0.15,471,0.0760323285380128,285,0.0848046925829855
E1+G1,home+draw,0.18,235,0.04830876013540853,172,0.10222057768148222
E1+G1,home+draw,0.2,147,-0.02125683497998154,112,0.1051136568330818
E1+G1,home+draw,0.25,38,-0.21478367112209187,38,0.10064443128305722
E1+G1,draw+away,0.08,1402,-0.08917409306839884,971,-0.004878176773580355
E1+G1,draw+away,0.1,869,-0.13575350359690427,636,-0.007286557191986492
E1+G1,draw+away,0.12,550,-0.1659196512039555,397,0.02769495634928499
E1+G1,draw+away,0.15,292,-0.19911697477006243,209,-0.038021827182022426
E1+G1,draw+away,0.18,172,-0.29217216772994703,103,-0.0763543233622417
E1+G1,draw+away,0.2,123,-0.3061114922085174,63,-0.09052928466730391
E1+G1,draw+away,0.25,51,-0.335870694299015,14,-0.602231848852105
D1+E0+E1,all,0.08,5342,0.012752829184385164,2643,0.021599571875161976
D1+E0+E1,all,0.1,3562,0.007055308721892168,1692,0.0017783237331874728
D1+E0+E1,all,0.12,2365,0.0004246557719097557,1078,0.034107869363137595
D1+E0+E1,all,0.15,1274,-0.0013215317515163983,532,0.04688490673614448
D1+E0+E1,all,0.18,665,-0.030012886725099528,255,0.03813184605020857
D1+E0+E1,all,0.2,439,-0.04882789493754117,160,0.036914530699304275
D1+E0+E1,all,0.25,163,0.079403846107383,61,0.2683441182521979
D1+E0+E1,home,0.08,2568,0.031113165382466623,1022,0.08434685870625944
D1+E0+E1,home,0.1,1773,0.020914771977315946,653,0.05380660125956394
D1+E0+E1,home,0.12,1209,0.012646818509951125,409,0.07788332628992051
D1+E0+E1,home,0.15,659,-0.00038657656568378765,174,0.15206644954519422
D1+E0+E1,home,0.18,327,-0.028073991480142734,88,0.13571865279360576
D1+E0+E1,home,0.2,209,-0.0667042119065147,58,0.18044415517593904
D1+E0+E1,home,0.25,59,0.04210388786313791,28,0.22120089318831102
D1+E0+E1,draw,0.08,1196,-0.006328123294769311,576,0.011857509020520117
D1+E0+E1,draw,0.1,790,-0.0074095726962619445,373,0.01527982733826957
D1+E0+E1,draw,0.12,538,-0.0027651531807398252,242,0.049683259463050904
D1+E0+E1,draw,0.15,305,0.04315936353374811,154,-0.06218968659258584
D1+E0+E1,draw,0.18,182,0.005269661963989543,82,-0.05316096661937948
D1+E0+E1,draw,0.2,135,-0.016437281985552846,57,-0.043664298545430434
D1+E0+E1,draw,0.25,68,0.18976153199126344,24,0.3809688324140164
D1+E0+E1,away,0.08,1578,-0.013786227865233596,1045,-0.05411936017823123
D1+E0+E1,away,0.1,999,-0.014558765039992557,666,-0.07208851770599356
D1+E0+E1,away,0.12,618,-0.027188302526305573,427,-0.02806260746112648
D1+E0+E1,away,0.15,310,-0.04208713601296415,204,-0.010696795795369666
D1+E0+E1,away,0.18,156,-0.06989516323285529,85,-0.025944210281606685
D1+E0+E1,away,0.2,95,-0.04197356001181452,45,-0.12687171785059237
D1+E0+E1,away,0.25,36,-0.017774762835966004,9,0.22145010189364336
D1+E0+E1,home+draw,0.08,3764,0.022006742674989584,1598,0.0656851614592277
D1+E0+E1,home+draw,0.1,2563,0.0142026235947687,1026,0.04396858380135184
D1+E0+E1,home+draw,0.12,1747,0.008970231382214052,651,0.07039449915098828
D1+E0+E1,home+draw,0.15,964,0.010528750449626324,328,0.08096399786677164
D1+E0+E1,home+draw,0.18,509,-0.01857194105744898,170,0.07015142621274668
D1+E0+E1,home+draw,0.2,344,-0.05070335667160755,115,0.10014973315842084
D1+E0+E1,home+draw,0.25,127,0.11006160109451227,52,0.2756265882367422
D1+E0+E1,draw+away,0.08,2774,-0.010721651327975399,1621,-0.03389096675571058
D1+E0+E1,draw+away,0.1,1789,-0.011574238084556631,1039,-0.04509591534540407
D1+E0+E1,draw+away,0.12,1156,-0.016557079846753506,669,-0.00375071709747552
D1+E0+E1,draw+away,0.15,615,-0.002615685309838118,358,-0.029196698797681938
D1+E0+E1,draw+away,0.18,338,-0.03243726938993939,167,-0.03710080667896277
D1+E0+E1,draw+away,0.2,230,-0.02824121530487627,102,-0.08682178451538194
D1+E0+E1,draw+away,0.25,104,0.10535801695041572,33,0.3310189857094891
D1+E0,all,0.08,3583,0.020211119113913042,1836,0.02248771727722868
D1+E0,all,0.1,2560,0.02130205789897459,1232,-0.0010281063593020646
D1+E0,all,0.12,1819,0.009028876384884199,800,0.02485763049360576
D1+E0,all,0.15,1017,0.0158032019334515,372,0.03891873319749718
D1+E0,all,0.18,531,-0.011458130468297804,153,0.019001256120963397
D1+E0,all,0.2,347,-0.007966638432885623,86,-0.009518327851196724
D1+E0,all,0.25,128,0.13398460664119505,30,0.42345017307722954
D1+E0,home,0.08,1742,0.03981951250578714,706,0.06818891437778286
D1+E0,home,0.1,1287,0.03127820918834726,468,0.0200429054559024
D1+E0,home,0.12,948,0.01569119739495941,280,0.03797273577154765
D1+E0,home,0.15,549,0.005524995579994728,94,0.07710145723241961
D1+E0,home,0.18,281,-0.033310034484069155,29,-0.1222260414889396
D1+E0,home,0.2,180,-0.059694512480826474,13,-0.06792183333235874
D1+E0,home,0.25,50,0.07107080231163723,2,-1.0
D1+E0,draw,0.08,860,-0.02280894546957597,383,0.011188181584650686
D1+E0,draw,0.1,601,-0.017169766118096796,249,0.007204867181117308
D1+E0,draw,0.12,423,0.00390920802906147,170,0.0351672123860329
D1+E0,draw,0.15,242,0.07045449600705911,111,0.0028822840491164936
D1+E0,draw,0.18,138,0.04313103846403811,58,0.07747453645598637
D1+E0,draw,0.2,107,0.08027901125239381,41,0.11149085674068195
D1+E0,draw,0.25,59,0.25278607001036874,22,0.4738970788328489
D1+E0,away,0.08,981,0.0057424336333649914,747,-0.02389071849467135
D1+E0,away,0.1,672,0.0259652063139783,515,-0.02706229806902226
D1+E0,away,0.12,448,-0.005393623291361158,350,0.008572518586683979
D1+E0,away,0.15,226,-0.0051373592772620165,167,0.03444931286135669
D1+E0,away,0.18,112,-0.00294778122548779,66,0.03516215127656078
D1+E0,away,0.2,60,0.04117002221725634,32,-0.11204574214243104
D1+E0,home+draw,0.08,2602,0.02467850007364772,1089,0.053182983988742084
D1+E0,home+draw,0.1,1888,0.019932056902899804,717,0.016646583439667618
